bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
lidar-nacional	0.2	2025	1	Archaeological Prospection	Wall‐to‐Wall Mapping of Anthropogenic Features in the Poiplie Region (Slovakia): Integrating Airborne LiDAR Visualisations, Field Research and Cartographic Sources	10.1002/arp.70014		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
pipeline-cpu-gpu	0.2	2025	3	Nat Commun	Scalable and lightweight deep learning for efficient high accuracy single-molecule localization microscopy.	10.1038/s41467-025-62662-5		europepmc	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
teselado-solape	0.2	2025	1	Remote Sensing	Sliding-Window Dissimilarity Cross-Attention for Near-Real-Time Building Change Detection	10.3390/rs17010135		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2025	6	European Journal of Remote Sensing	Rainfall prediction based on CNN-LSTM model under sliding window	10.1080/22797254.2025.2540106		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2025	3	IEEE Geoscience and Remote Sensing Letters	Efficient Superpixel-Based Seamline Detection for Large-Scale Image Stitching	10.1109/lgrs.2025.3548266		crossref	sliding window tiled inference overlap stitching large raster remote sensing
lidar-nacional	0.2	2024	5	Archaeological Prospection	Archaeological LiDAR in Mediterranean Karst Landscapes. A Multiproxy Dating Method for Archaeological Landscape and a Case Study From Prehistoric Kras Plateau (Slovenia)	10.1002/arp.1954		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
lidar-nacional	0.2	2024	10	Archaeological Prospection	Bathymetric LiDAR and Semi‐Automated Feature Extraction Assist Underwater Archaeological Surveys	10.1002/arp.1939		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
inferencia-eficiente	0.2	2024	0	IEEE Embedded Systems Letters	Characterizing CNN Throughput and Energy Under Multithreaded and Multiaccelerator Execution	10.1109/les.2024.3446896		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
inferencia-eficiente	0.2	2024	5	IEEE Embedded Systems Letters	Pipelining of a Mobile SoC and an External NPU for Accelerating CNN Inference	10.1109/les.2023.3305016		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
teselado-solape	0.2	2024	5	IEEE Transactions on Geoscience and Remote Sensing	A Novel Stitching Method for High-Precision Low-Overlap Thermal Infrared Array Sweeping Images	10.1109/tgrs.2023.3337244		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2024	4	Remote Sensing	A Segmented Sliding Window Reference Signal Reconstruction Method Based on Fuzzy C-Means	10.3390/rs16101813		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2024	6	International Journal of Remote Sensing	Sliding window SA-CNN-based CFAR detector for extended target in shipborne HFSWR	10.1080/01431161.2024.2413028		crossref	sliding window tiled inference overlap stitching large raster remote sensing
pipeline-cpu-gpu	0.2	2023	13	IEEE Transactions on Big Data	Parallel Overlapping Community Detection Algorithm on GPU	10.1109/tbdata.2022.3180360		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
lidar-nacional	0.2	2022	22	Archaeological Prospection	Investigating ancient agricultural field systems in Sweden from airborne LIDAR data by using convolutional neural network	10.1002/arp.1886		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
inferencia-eficiente	0.2	2022	79	IEEE Embedded Systems Letters	Deep Learning Inference Parallelization on Heterogeneous Processors With TensorRT	10.1109/les.2021.3087707		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
inferencia-eficiente	0.2	2022	98	ACM Transactions on Embedded Computing Systems	TensorRT-Based Framework and Optimization Methodology for Deep Learning Inference on Jetson Boards	10.1145/3508391		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
teselado-solape	0.2	2022	20	IEEE Transactions on Geoscience and Remote Sensing	MegaStitch: Robust Large-Scale Image Stitching	10.1109/tgrs.2022.3141907		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2022	15	Remote Sensing	Smartphone-Based Unconstrained Step Detection Fusing a Variable Sliding Window and an Adaptive Threshold	10.3390/rs14122926		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2022	15	IEEE Transactions on Geoscience and Remote Sensing	Robust Sliding Window CFAR Detection Based on Quantile Truncated Statistics	10.1109/tgrs.2022.3205737		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2022	5	IEEE Geoscience and Remote Sensing Letters	Fully Size-Adaptive Sliding Window Method for SAR Image Edge Detection	10.1109/lgrs.2022.3222508		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2021	4	Remote Sensing	A Performance Prediction Method Based on Sliding Window Grey Neural Network for Inertial Platform	10.3390/rs13234864		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2021	11	Remote Sensing	Wide Sliding Window and Subsampling Network for Hyperspectral Image Classification	10.3390/rs13071290		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2021	103	Remote Sensing	A New Multi-Scale Sliding Window LSTM Framework (MSSW-LSTM): A Case Study for GNSS Time-Series Prediction	10.3390/rs13163328		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2021	2	Remote Sensing	Using A Sliding Window Phase Matching Method for Imaging of GNSS Radio Occultation Signals	10.3390/rs13050970		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2021	25	IEEE Transactions on Geoscience and Remote Sensing	JTF Analysis of Micromotion Targets Based on Single-Window Variational Inference	10.1109/tgrs.2020.3028142		crossref	sliding window tiled inference overlap stitching large raster remote sensing
lidar-nacional	0.2	2020	33	Archaeological Prospection	Deep learning based automated analysis of archaeo‐geophysical images	10.1002/arp.1763		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
inferencia-eficiente	0.2	2020	5	IEEE Embedded Systems Letters	Octopus: Context-Aware CNN Inference for IoT Applications	10.1109/les.2019.2915257		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
teselado-solape	0.2	2020	24	Remote Sensing	An SVM-Based Nested Sliding Window Approach for Spectral–Spatial Classification of Hyperspectral Images	10.3390/rs13010114		crossref	sliding window tiled inference overlap stitching large raster remote sensing
