tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	feature_radius_m	relief_score	rank_desc	error	status
wl-tile-v1-04478	wl-neg-neg-es-pba-23480	neg-es-pba-23480	0	hard_negative	train	ES	Mámoa do Monte Vello 10	Sobrado	Grixalba (San Xiao)		megalithic_mound	120.0	0.02753535	4365		ok
wl-tile-v1-04479	wl-neg-neg-es-pba-23481	neg-es-pba-23481	0	hard_negative	train	ES	Mámoa do Monte Vello 11	Sobrado	Grixalba (San Xiao)		megalithic_mound	120.0	0.07539389	4141		ok
wl-tile-v1-04480	wl-neg-neg-es-pba-23482	neg-es-pba-23482	0	hard_negative	train	ES	Mámoa do Monte Vilariño	Sobrado	Codesoso (San Miguel)		megalithic_mound	120.0	-0.72628880	7712		ok
wl-tile-v1-07847	wl-neg-neg-es-pba-69416	neg-es-pba-69416	0	hard_negative	train	ES	Mámoa do Monte Vilariño 1	As Neves	Tortoreos (Santiago)		megalithic_mound	120.0	-0.13324678	5136		ok
wl-tile-v1-07848	wl-neg-neg-es-pba-69417	neg-es-pba-69417	0	hard_negative	train	ES	Mámoa do Monte Vilariño 2	As Neves	Tortoreos (Santiago)		megalithic_mound	120.0	-0.08395081	4900		ok
wl-tile-v1-08258	wl-neg-neg-es-pba-64005	neg-es-pba-64005	0	hard_negative	train	ES	Mámoa do Monte da Areosa	Forcarei	Castrelo (Santa Mariña)		megalithic_mound	120.0	-0.71249294	7676		ok
wl-tile-v1-03071	wl-neg-neg-es-pba-17806	neg-es-pba-17806	0	hard_negative	train	ES	Mámoa do Monte da Batuda	As Pontes de García Rodríguez	O Freixo (San Xoán)		megalithic_mound	120.0	0.98139591	1373		ok
wl-tile-v1-03393	wl-neg-neg-es-pba-5553	neg-es-pba-5553	0	hard_negative	train	ES	Mámoa do Monte da Brañeira/O Pedrido/O Rato	Coristanco	Agualada (San Lourenzo)		megalithic_mound	120.0	-1.36966201	8560		ok
wl-tile-v1-07845	wl-neg-neg-es-pba-69347	neg-es-pba-69347	0	hard_negative	train	ES	Mámoa do Monte da Cachadiña 1	As Neves	Setados (Santa Euxenia)		megalithic_mound	120.0	-0.31901763	6037		ok
wl-tile-v1-07846	wl-neg-neg-es-pba-69415	neg-es-pba-69415	0	hard_negative	train	ES	Mámoa do Monte da Cachadiña 2	As Neves	Setados (Santa Euxenia)		megalithic_mound	120.0	0.24993543	3402		ok
wl-tile-v1-03298	wl-neg-neg-es-pba-3302	neg-es-pba-3302	0	hard_negative	train	ES	Mámoa do Monte da Cacheira	Cambre	Vigo (Santa María)		megalithic_mound	120.0	-0.19713521	5425		ok
wl-tile-v1-03567	wl-neg-neg-es-pba-11512	neg-es-pba-11512	0	hard_negative	train	ES	Mámoa do Monte da Cadaveira	Frades	Gafoi (Santa Mariña)		megalithic_mound	120.0	-0.31755565	6028		ok
wl-tile-v1-06722	wl-neg-neg-es-pba-31303	neg-es-pba-31303	0	hard_negative	train	ES	Mámoa do Monte da Canteira	Xove	Xuances (San Pedro)		megalithic_mound	120.0	0.28224543	3286		ok
wl-tile-v1-07747	wl-neg-neg-es-pba-66205	neg-es-pba-66205	0	hard_negative	train	ES	Mámoa do Monte da Carballeira 1	Agolada	Eidián (Santiago)		megalithic_mound	120.0	-0.06035512	4800		ok
wl-tile-v1-07748	wl-neg-neg-es-pba-66206	neg-es-pba-66206	0	hard_negative	train	ES	Mámoa do Monte da Carballeira 2	Agolada	Eidián (Santiago)		megalithic_mound	120.0	-0.06637759	4823		ok
wl-tile-v1-07749	wl-neg-neg-es-pba-66207	neg-es-pba-66207	0	hard_negative	train	ES	Mámoa do Monte da Costa 1	Agolada	Borraxeiros (San Cristovo)		megalithic_mound	120.0	0.23789867	3445		ok
wl-tile-v1-07750	wl-neg-neg-es-pba-66208	neg-es-pba-66208	0	hard_negative	train	ES	Mámoa do Monte da Costa 2	Agolada	Borraxeiros (San Cristovo)		megalithic_mound	120.0	0.17269506	3710		ok
wl-tile-v1-07751	wl-neg-neg-es-pba-66209	neg-es-pba-66209	0	hard_negative	train	ES	Mámoa do Monte da Costa 3	Agolada	Borraxeiros (San Cristovo)		megalithic_mound	120.0	-0.01618507	4566		ok
wl-tile-v1-07752	wl-neg-neg-es-pba-66210	neg-es-pba-66210	0	hard_negative	train	ES	Mámoa do Monte da Costa 4	Agolada	Borraxeiros (San Cristovo)		megalithic_mound	120.0	-0.12969075	5109		ok
wl-tile-v1-04348	wl-neg-neg-es-pba-22840	neg-es-pba-22840	0	hard_negative	train	ES	Mámoa do Monte da Costa Negra 1	Santiago de Compostela	Verdía (Santa Mariña)		megalithic_mound	120.0	0.49803969	2555		ok
wl-tile-v1-04349	wl-neg-neg-es-pba-22841	neg-es-pba-22841	0	hard_negative	train	ES	Mámoa do Monte da Costa Negra 2	Santiago de Compostela	Verdía (Santa Mariña)		megalithic_mound	120.0	1.19602277	1050		ok
wl-tile-v1-04350	wl-neg-neg-es-pba-22842	neg-es-pba-22842	0	hard_negative	train	ES	Mámoa do Monte da Costa Negra 3	Santiago de Compostela	Verdía (Santa Mariña)		megalithic_mound	120.0	0.53112104	2468		ok
wl-tile-v1-07753	wl-neg-neg-es-pba-66211	neg-es-pba-66211	0	hard_negative	train	ES	Mámoa do Monte da Costa de Vila Grande 1	Agolada	San Paio de Bais (San Paio)		megalithic_mound	120.0	-0.02876193	4638		ok
wl-tile-v1-07754	wl-neg-neg-es-pba-66212	neg-es-pba-66212	0	hard_negative	train	ES	Mámoa do Monte da Costa de Vila Grande 2	Agolada	San Paio de Bais (San Paio)		megalithic_mound	120.0	-0.01605798	4565		ok
wl-tile-v1-05675	wl-neg-neg-es-pba-33908	neg-es-pba-33908	0	hard_negative	train	ES	Mámoa do Monte da Cruz	Mondoñedo	Figueiras (San Martiño)		megalithic_mound	120.0	-0.22450544	5578		ok
wl-tile-v1-04464	wl-neg-neg-es-pba-23410	neg-es-pba-23410	0	hard_negative	train	ES	Mámoa do Monte da Estrela 1	Sobrado	Grixalba (San Xiao)		megalithic_mound	120.0	2.04070899	334		ok
wl-tile-v1-04465	wl-neg-neg-es-pba-23411	neg-es-pba-23411	0	hard_negative	train	ES	Mámoa do Monte da Estrela 2	Sobrado	Grixalba (San Xiao)		megalithic_mound	120.0	0.47885993	2609		ok
wl-tile-v1-04466	wl-neg-neg-es-pba-23412	neg-es-pba-23412	0	hard_negative	train	ES	Mámoa do Monte da Estrela 3	Sobrado	Grixalba (San Xiao)		megalithic_mound	120.0	-0.64740458	7482		ok
wl-tile-v1-04467	wl-neg-neg-es-pba-23413	neg-es-pba-23413	0	hard_negative	train	ES	Mámoa do Monte da Estrela 4	Sobrado	Grixalba (San Xiao)		megalithic_mound	120.0	-0.52435460	6982		ok
wl-tile-v1-07223	wl-neg-neg-es-pba-50254	neg-es-pba-50254	0	hard_negative	train	ES	Mámoa do Monte da Forca 1	O Irixo	Corneda (Santiago)		megalithic_mound	120.0	-1.04373085	8361		ok
wl-tile-v1-07224	wl-neg-neg-es-pba-50255	neg-es-pba-50255	0	hard_negative	train	ES	Mámoa do Monte da Forca 2	O Irixo	Corneda (Santiago)		megalithic_mound	120.0	-0.00075496	4499		ok
wl-tile-v1-06881	wl-neg-neg-es-pba-45061	neg-es-pba-45061	0	hard_negative	train	ES	Mámoa do Monte da Fraga 1	Bande	Gín (Santiago)		megalithic_mound	120.0	-0.47118817	6774		ok
wl-tile-v1-05142	wl-neg-neg-es-pba-28639	neg-es-pba-28639	0	hard_negative	train	ES	Mámoa do Monte da Gándara	Begonte	Carral (San Martiño)		megalithic_mound	120.0	-0.19739203	5429		ok
wl-tile-v1-06343	wl-neg-neg-es-pba-41470	neg-es-pba-41470	0	hard_negative	train	ES	Mámoa do Monte da Lagoa	Taboada	Vilameñe (Santa Mariña)		megalithic_mound	120.0	-0.09759687	4969		ok
wl-tile-v1-08251	wl-neg-neg-es-pba-64650	neg-es-pba-64650	0	hard_negative	train	ES	Mámoa do Monte da Medela	Dozón	Bidueiros (Santa María)		megalithic_mound	120.0	0.22094204	3498		ok
wl-tile-v1-04351	wl-neg-neg-es-pba-22843	neg-es-pba-22843	0	hard_negative	train	ES	Mámoa do Monte da Medorra	Santiago de Compostela	Bando (Santa Eulalia)		megalithic_mound	120.0	1.63167285	575		ok
wl-tile-v1-05156	wl-neg-neg-es-pba-28334	neg-es-pba-28334	0	hard_negative	train	ES	Mámoa do Monte da Medorra	Bóveda	Bóveda (San Martiño)		megalithic_mound	120.0	0.21542114	3526		ok
wl-tile-v1-02748	wl-neg-neg-es-pba-1051	neg-es-pba-1051	0	hard_negative	train	ES	Mámoa do Monte da Medorra 1	A Baña	Troitosende (Santa María)		megalithic_mound	120.0	0.51390411	2522		ok
wl-tile-v1-02749	wl-neg-neg-es-pba-1052	neg-es-pba-1052	0	hard_negative	train	ES	Mámoa do Monte da Medorra 2	A Baña	Troitosende (Santa María)		megalithic_mound	120.0	0.97445003	1382		ok
wl-tile-v1-04986	wl-neg-neg-es-pba-27390	neg-es-pba-27390	0	hard_negative	train	ES	Mámoa do Monte da Mina/Mámoa das Caldeiras	Zas	Baio (Santa María)		megalithic_mound	120.0	-0.60081329	7323		ok
wl-tile-v1-03180	wl-neg-neg-es-pba-23773	neg-es-pba-23773	0	hard_negative	train	ES	Mámoa do Monte da Naveira	As Somozas	Recemel (Santa María)		megalithic_mound	120.0	0.55027949	2404		ok
wl-tile-v1-07755	wl-neg-neg-es-pba-66213	neg-es-pba-66213	0	hard_negative	train	ES	Mámoa do Monte da Parrocha	Agolada	Ventosa (San Xulián)		megalithic_mound	120.0	0.91299876	1501		ok
wl-tile-v1-03307	wl-neg-neg-es-pba-4404	neg-es-pba-4404	0	hard_negative	train	ES	Mámoa do Monte da Pena	Carballo	Lema (San Cristovo)		megalithic_mound	120.0	-0.63310160	7430		ok
wl-tile-v1-04249	wl-neg-neg-es-pba-19254	neg-es-pba-19254	0	hard_negative	train	ES	Mámoa do Monte da Pena 1	Rianxo	Asados (Santa María)		megalithic_mound	120.0	-0.11633386	5052		ok
wl-tile-v1-04250	wl-neg-neg-es-pba-19255	neg-es-pba-19255	0	hard_negative	train	ES	Mámoa do Monte da Pena 2	Rianxo	Leiro (Santa María)		megalithic_mound	120.0	0.07996090	4120		ok
wl-tile-v1-04251	wl-neg-neg-es-pba-19256	neg-es-pba-19256	0	hard_negative	train	ES	Mámoa do Monte da Pena 3	Rianxo	Leiro (Santa María)		megalithic_mound	120.0	-0.41413730	6513		ok
wl-tile-v1-04252	wl-neg-neg-es-pba-19257	neg-es-pba-19257	0	hard_negative	train	ES	Mámoa do Monte da Pena 4	Rianxo	Leiro (Santa María)		megalithic_mound	120.0	0.35119723	3010		ok
wl-tile-v1-07756	wl-neg-neg-es-pba-66245	neg-es-pba-66245	0	hard_negative	train	ES	Mámoa do Monte da Pena Blanca 1	Agolada	Merlín (San Pedro)		megalithic_mound	120.0	-0.63891815	7450		ok
wl-tile-v1-07757	wl-neg-neg-es-pba-66246	neg-es-pba-66246	0	hard_negative	train	ES	Mámoa do Monte da Pena Blanca 2/Mámoa do Fiolongo 2	Agolada	Merlín (San Pedro)		megalithic_mound	120.0	-0.80517338	7932		ok
wl-tile-v1-07758	wl-neg-neg-es-pba-66247	neg-es-pba-66247	0	hard_negative	train	ES	Mámoa do Monte da Pena Blanca 3/Mámoa do Fiolongo 3	Agolada	Merlín (San Pedro)		megalithic_mound	120.0	-0.58298558	7256		ok
wl-tile-v1-07759	wl-neg-neg-es-pba-66248	neg-es-pba-66248	0	hard_negative	train	ES	Mámoa do Monte da Pena Blanca 4/Mámoa do Fiolongo 4	Agolada	Merlín (San Pedro)		megalithic_mound	120.0	-0.11556653	5049		ok
wl-tile-v1-04253	wl-neg-neg-es-pba-19258	neg-es-pba-19258	0	hard_negative	train	ES	Mámoa do Monte da Pena II-1	Rianxo	Leiro (Santa María)		megalithic_mound	120.0	-0.35625218	6218		ok
wl-tile-v1-04254	wl-neg-neg-es-pba-19259	neg-es-pba-19259	0	hard_negative	train	ES	Mámoa do Monte da Pena II-2	Rianxo	Leiro (Santa María)		megalithic_mound	120.0	0.08645656	4093		ok
wl-tile-v1-04255	wl-neg-neg-es-pba-19260	neg-es-pba-19260	0	hard_negative	train	ES	Mámoa do Monte da Pena II-3	Rianxo	Rianxo (Santa Comba)		megalithic_mound	120.0	0.08554450	4097		ok
wl-tile-v1-04256	wl-neg-neg-es-pba-19261	neg-es-pba-19261	0	hard_negative	train	ES	Mámoa do Monte da Pena II-4	Rianxo	Rianxo (Santa Comba)		megalithic_mound	120.0	0.29364117	3233		ok
wl-tile-v1-04137	wl-neg-neg-es-pba-18706	neg-es-pba-18706	0	hard_negative	train	ES	Mámoa do Monte da Pena II-5	Rianxo	Rianxo (Santa Comba)		megalithic_mound	120.0	0.72977051	1931		ok
wl-tile-v1-08520	wl-neg-neg-es-pba-67318	neg-es-pba-67318	0	hard_negative	train	ES	Mámoa do Monte da Pena da Cruz 1	Lalín	Méixome (Santiago)		megalithic_mound	120.0	0.06121846	4218		ok
wl-tile-v1-08521	wl-neg-neg-es-pba-67344	neg-es-pba-67344	0	hard_negative	train	ES	Mámoa do Monte da Pena da Cruz 2	Lalín	Méixome (Santiago)		megalithic_mound	120.0	0.19579720	3608		ok
wl-tile-v1-08522	wl-neg-neg-es-pba-67345	neg-es-pba-67345	0	hard_negative	train	ES	Mámoa do Monte da Pena da Cruz 3	Lalín	Méixome (Santiago)		megalithic_mound	120.0	0.33184429	3083		ok
wl-tile-v1-08523	wl-neg-neg-es-pba-67346	neg-es-pba-67346	0	hard_negative	train	ES	Mámoa do Monte da Pena da Cruz 4	Lalín	Méixome (Santiago)		megalithic_mound	120.0	0.60924458	2256		ok
wl-tile-v1-04352	wl-neg-neg-es-pba-22844	neg-es-pba-22844	0	hard_negative	train	ES	Mámoa do Monte da Peregrina 1	Santiago de Compostela	A Peregrina (Santa María)		megalithic_mound	120.0	0.28500095	3274		ok
wl-tile-v1-04353	wl-neg-neg-es-pba-22845	neg-es-pba-22845	0	hard_negative	train	ES	Mámoa do Monte da Peregrina 2	Santiago de Compostela	A Peregrina (Santa María)		megalithic_mound	120.0	0.16225446	3757		ok
wl-tile-v1-08957	wl-neg-neg-es-pba-77061	neg-es-pba-77061	0	hard_negative	train	ES	Mámoa do Monte da Reigosa 1	Ponte Caldelas	Xustáns (San Martiño)		megalithic_mound	120.0	0.06705548	4181		ok
wl-tile-v1-08958	wl-neg-neg-es-pba-77062	neg-es-pba-77062	0	hard_negative	train	ES	Mámoa do Monte da Reigosa 2	Ponte Caldelas	Tourón (Santa María)		megalithic_mound	120.0	-0.26492593	5780		ok
wl-tile-v1-08959	wl-neg-neg-es-pba-77063	neg-es-pba-77063	0	hard_negative	train	ES	Mámoa do Monte da Reigosa 3	Ponte Caldelas	Tourón (Santa María)		megalithic_mound	120.0	0.21546257	3524		ok
wl-tile-v1-08960	wl-neg-neg-es-pba-77064	neg-es-pba-77064	0	hard_negative	train	ES	Mámoa do Monte da Reigosa 4	Ponte Caldelas	Tourón (Santa María)		megalithic_mound	120.0	1.19640529	1048		ok
wl-tile-v1-02945	wl-neg-neg-es-pba-1672	neg-es-pba-1672	0	hard_negative	train	ES	Mámoa do Monte da Retorta 9	Aranga	San Vicente de Fervenzas (San Vicente)		megalithic_mound	120.0	0.75617554	1851		ok
wl-tile-v1-07760	wl-neg-neg-es-pba-66249	neg-es-pba-66249	0	hard_negative	train	ES	Mámoa do Monte da Riba 1	Agolada	Ramil (San Martiño)		megalithic_mound	120.0	0.83560113	1671		ok
wl-tile-v1-07761	wl-neg-neg-es-pba-66250	neg-es-pba-66250	0	hard_negative	train	ES	Mámoa do Monte da Riba 2	Agolada	Ramil (San Martiño)		megalithic_mound	120.0	-0.27399149	5824		ok
wl-tile-v1-08524	wl-neg-neg-es-pba-67347	neg-es-pba-67347	0	hard_negative	train	ES	Mámoa do Monte da Rocha	Lalín	Castro de Cabras (San Pedro)		megalithic_mound	120.0	0.01687256	4411		ok
wl-tile-v1-08525	wl-neg-neg-es-pba-67348	neg-es-pba-67348	0	hard_negative	train	ES	Mámoa do Monte da Romea 2	Lalín	Donramiro (Santa María)		megalithic_mound	120.0	-0.09832666	4972		ok
wl-tile-v1-07225	wl-neg-neg-es-pba-50276	neg-es-pba-50276	0	hard_negative	train	ES	Mámoa do Monte da Sabia	O Irixo	San Cosmede de Cusanca (San Cosmede)		megalithic_mound	120.0	-0.06663907	4827		ok
wl-tile-v1-03548	wl-neg-neg-es-pba-11500	neg-es-pba-11500	0	hard_negative	train	ES	Mámoa do Monte da Serra 1	Fisterra	San Martiño de Duio (San Martiño)		megalithic_mound	120.0	-0.56767540	7184		ok
wl-tile-v1-03549	wl-neg-neg-es-pba-11501	neg-es-pba-11501	0	hard_negative	train	ES	Mámoa do Monte da Serra 2	Fisterra	San Martiño de Duio (San Martiño)		megalithic_mound	120.0	-0.70306954	7640		ok
wl-tile-v1-04855	wl-neg-neg-es-pba-25748	neg-es-pba-25748	0	hard_negative	train	ES	Mámoa do Monte da Tella	Vimianzo	Baíñas (Santo Antoíño)		megalithic_mound	120.0	0.31730928	3132		ok
wl-tile-v1-07226	wl-neg-neg-es-pba-50277	neg-es-pba-50277	0	hard_negative	train	ES	Mámoa do Monte da Veiga 2	O Irixo	Cangues (Santo Estevo)		megalithic_mound	120.0	0.08008900	4118		ok
wl-tile-v1-07227	wl-neg-neg-es-pba-50278	neg-es-pba-50278	0	hard_negative	train	ES	Mámoa do Monte da Veiga e A Costa 1	O Irixo	Cangues (Santo Estevo)		megalithic_mound	120.0	0.21283118	3535		ok
wl-tile-v1-03308	wl-neg-neg-es-pba-4405	neg-es-pba-4405	0	hard_negative	train	ES	Mámoa do Monte da Vixía	Carballo	Vilela (San Miguel)		megalithic_mound	120.0	-0.13749486	5161		ok
wl-tile-v1-03889	wl-neg-neg-es-pba-14682	neg-es-pba-14682	0	hard_negative	train	ES	Mámoa do Monte das Covas	Negreira	Xallas (San Pedro)		megalithic_mound	120.0	-0.80947072	7947		ok
wl-tile-v1-07762	wl-neg-neg-es-pba-66251	neg-es-pba-66251	0	hard_negative	train	ES	Mámoa do Monte das Fontelas	Agolada	Ventosa (San Xulián)		megalithic_mound	120.0	1.05719393	1263		ok
wl-tile-v1-03890	wl-neg-neg-es-pba-14683	neg-es-pba-14683	0	hard_negative	train	ES	Mámoa do Monte das Mamas 1	Negreira	Arzón (San Cristovo)		megalithic_mound	120.0	-0.55225290	7125		ok
wl-tile-v1-03891	wl-neg-neg-es-pba-14684	neg-es-pba-14684	0	hard_negative	train	ES	Mámoa do Monte das Mamas 2	Negreira	Arzón (San Cristovo)		megalithic_mound	120.0	-0.51875684	6954		ok
wl-tile-v1-03892	wl-neg-neg-es-pba-14685	neg-es-pba-14685	0	hard_negative	train	ES	Mámoa do Monte das Mamas 3	Negreira	Arzón (San Cristovo)		megalithic_mound	120.0	-0.08882239	4915		ok
wl-tile-v1-03893	wl-neg-neg-es-pba-14686	neg-es-pba-14686	0	hard_negative	train	ES	Mámoa do Monte das Mamas 4	Negreira	Arzón (San Cristovo)		megalithic_mound	120.0	0.03253102	4341		ok
wl-tile-v1-03894	wl-neg-neg-es-pba-14713	neg-es-pba-14713	0	hard_negative	train	ES	Mámoa do Monte das Mamas 5	Negreira	Arzón (San Cristovo)		megalithic_mound	120.0	-0.17846021	5329		ok
wl-tile-v1-03895	wl-neg-neg-es-pba-14714	neg-es-pba-14714	0	hard_negative	train	ES	Mámoa do Monte das Mamas 6	Negreira	Aro (San Vicenzo)		megalithic_mound	120.0	-0.90276363	8120		ok
wl-tile-v1-03910	wl-neg-neg-es-pba-16871	neg-es-pba-16871	0	hard_negative	train	ES	Mámoa do Monte das Medorras 1	O Pino	Gonzar (Santa María)		megalithic_mound	120.0	0.05644748	4241		ok
wl-tile-v1-03911	wl-neg-neg-es-pba-16872	neg-es-pba-16872	0	hard_negative	train	ES	Mámoa do Monte das Medorras 2	O Pino	Gonzar (Santa María)		megalithic_mound	120.0	0.14219806	3826		ok
wl-tile-v1-03912	wl-neg-neg-es-pba-16873	neg-es-pba-16873	0	hard_negative	train	ES	Mámoa do Monte das Medorras 3	O Pino	Gonzar (Santa María)		megalithic_mound	120.0	-0.72188678	7700		ok
wl-tile-v1-03394	wl-neg-neg-es-pba-5554	neg-es-pba-5554	0	hard_negative	train	ES	Mámoa do Monte das Medoñas 1	Coristanco	Couso (San Miguel)		megalithic_mound	120.0	-0.27431486	5827		ok
wl-tile-v1-03395	wl-neg-neg-es-pba-5555	neg-es-pba-5555	0	hard_negative	train	ES	Mámoa do Monte das Medoñas 2	Coristanco	Couso (San Miguel)		megalithic_mound	120.0	0.94799687	1436		ok
wl-tile-v1-03396	wl-neg-neg-es-pba-5556	neg-es-pba-5556	0	hard_negative	train	ES	Mámoa do Monte das Medoñas 3	Coristanco	Couso (San Miguel)		megalithic_mound	120.0	0.41917680	2779		ok
wl-tile-v1-03397	wl-neg-neg-es-pba-5557	neg-es-pba-5557	0	hard_negative	train	ES	Mámoa do Monte das Medoñas 4	Coristanco	Couso (San Miguel)		megalithic_mound	120.0	0.58021276	2331		ok
wl-tile-v1-04107	wl-neg-neg-es-pba-18340	neg-es-pba-18340	0	hard_negative	train	ES	Mámoa do Monte das Minas 1	Ponteceso	Tallo (Santo André)		megalithic_mound	120.0	0.22040266	3499		ok
wl-tile-v1-04108	wl-neg-neg-es-pba-18364	neg-es-pba-18364	0	hard_negative	train	ES	Mámoa do Monte das Minas 2	Ponteceso	Tallo (Santo André)		megalithic_mound	120.0	0.31811409	3130		ok
wl-tile-v1-07097	wl-neg-neg-es-pba-51285	neg-es-pba-51285	0	hard_negative	train	ES	Mámoa do Monte das Motas 01	Lobeira	Monte Longo (Santa Cristina)		megalithic_mound	120.0	0.01758212	4408		ok
wl-tile-v1-07098	wl-neg-neg-es-pba-51286	neg-es-pba-51286	0	hard_negative	train	ES	Mámoa do Monte das Motas 02	Lobeira	Monte Longo (Santa Cristina)		megalithic_mound	120.0	0.44338118	2693		ok
wl-tile-v1-07099	wl-neg-neg-es-pba-51287	neg-es-pba-51287	0	hard_negative	train	ES	Mámoa do Monte das Motas 03	Lobeira	Monte Longo (Santa Cristina)		megalithic_mound	120.0	-0.24273737	5661		ok
wl-tile-v1-07100	wl-neg-neg-es-pba-51288	neg-es-pba-51288	0	hard_negative	train	ES	Mámoa do Monte das Motas 04	Lobeira	Monte Longo (Santa Cristina)		megalithic_mound	120.0	-0.22855400	5602		ok
wl-tile-v1-07101	wl-neg-neg-es-pba-51289	neg-es-pba-51289	0	hard_negative	train	ES	Mámoa do Monte das Motas 05	Lobeira	Monte Longo (Santa Cristina)		megalithic_mound	120.0	1.08839034	1214		ok
wl-tile-v1-07102	wl-neg-neg-es-pba-51290	neg-es-pba-51290	0	hard_negative	train	ES	Mámoa do Monte das Motas 06	Lobeira	Lobeira (San Vicente)		megalithic_mound	120.0	-1.16423245	8470		ok
wl-tile-v1-07103	wl-neg-neg-es-pba-51291	neg-es-pba-51291	0	hard_negative	train	ES	Mámoa do Monte das Motas 07	Lobeira	Lobeira (San Vicente)		megalithic_mound	120.0	-0.79827752	7915		ok
wl-tile-v1-07961	wl-neg-neg-es-pba-63314	neg-es-pba-63314	0	hard_negative	train	ES	Mámoa do Monte das Mámoas 1	Catoira	Oeste (Santa Baia)		megalithic_mound	120.0	1.01731697	1316		ok
wl-tile-v1-07962	wl-neg-neg-es-pba-63315	neg-es-pba-63315	0	hard_negative	train	ES	Mámoa do Monte das Mámoas 2	Catoira	Oeste (Santa Baia)		megalithic_mound	120.0	0.04873794	4285		ok
wl-tile-v1-05479	wl-neg-neg-es-pba-30447	neg-es-pba-30447	0	hard_negative	train	ES	Mámoa do Monte das Tenzas 1	Friol	Friol (San Xiao)		megalithic_mound	120.0	0.00817493	4463		ok
wl-tile-v1-05480	wl-neg-neg-es-pba-30448	neg-es-pba-30448	0	hard_negative	train	ES	Mámoa do Monte das Tenzas 2	Friol	Friol (San Xiao)		megalithic_mound	120.0	-0.10264303	4990		ok
wl-tile-v1-05481	wl-neg-neg-es-pba-30449	neg-es-pba-30449	0	hard_negative	train	ES	Mámoa do Monte das Tenzas 3	Friol	Friol (San Xiao)		megalithic_mound	120.0	-0.01977117	4592		ok
wl-tile-v1-05482	wl-neg-neg-es-pba-30450	neg-es-pba-30450	0	hard_negative	train	ES	Mámoa do Monte das Tenzas 4	Friol	Friol (San Xiao)		megalithic_mound	120.0	-0.10235675	4989		ok
wl-tile-v1-08259	wl-neg-neg-es-pba-64006	neg-es-pba-64006	0	hard_negative	train	ES	Mámoa do Monte de Abaixo	Forcarei	Pereira (San Bartolomeu)		megalithic_mound	120.0	-0.58071891	7243		ok
wl-tile-v1-03697	wl-neg-neg-es-pba-12179	neg-es-pba-12179	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 01	Mazaricos	Chacín (Santa Baia)		megalithic_mound	120.0	0.52674833	2479		ok
wl-tile-v1-03698	wl-neg-neg-es-pba-12180	neg-es-pba-12180	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 02/Mámoa Grande do Monte de Abaixo	Mazaricos	Chacín (Santa Baia)		megalithic_mound	120.0	0.99578378	1349		ok
wl-tile-v1-03699	wl-neg-neg-es-pba-12181	neg-es-pba-12181	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 03	Mazaricos	Chacín (Santa Baia)		megalithic_mound	120.0	0.72116769	1954		ok
wl-tile-v1-03700	wl-neg-neg-es-pba-12207	neg-es-pba-12207	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 04	Mazaricos	Chacín (Santa Baia)		megalithic_mound	120.0	-0.20255510	5463		ok
wl-tile-v1-03701	wl-neg-neg-es-pba-12208	neg-es-pba-12208	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 05	Mazaricos	Chacín (Santa Baia)		megalithic_mound	120.0	0.16111473	3765		ok
wl-tile-v1-03702	wl-neg-neg-es-pba-12209	neg-es-pba-12209	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 06/Mámoa do Camiño Traveso	Mazaricos	Chacín (Santa Baia)		megalithic_mound	120.0	-0.05070456	4754		ok
wl-tile-v1-03703	wl-neg-neg-es-pba-12210	neg-es-pba-12210	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 07	Mazaricos	Mazaricos (San Xoán)		megalithic_mound	120.0	0.06146541	4215		ok
wl-tile-v1-03704	wl-neg-neg-es-pba-12211	neg-es-pba-12211	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 08	Mazaricos	Chacín (Santa Baia)		megalithic_mound	120.0	1.33395962	866		ok
wl-tile-v1-03705	wl-neg-neg-es-pba-12212	neg-es-pba-12212	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 09	Mazaricos	Chacín (Santa Baia)		megalithic_mound	120.0	0.05585817	4246		ok
wl-tile-v1-03706	wl-neg-neg-es-pba-12213	neg-es-pba-12213	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 10	Mazaricos	Mazaricos (San Xoán)		megalithic_mound	120.0	0.42886894	2746		ok
wl-tile-v1-03707	wl-neg-neg-es-pba-12214	neg-es-pba-12214	0	hard_negative	train	ES	Mámoa do Monte de Abaixo 11	Mazaricos	Mazaricos (San Xoán)		megalithic_mound	120.0	0.72773054	1940		ok
wl-tile-v1-08526	wl-neg-neg-es-pba-67349	neg-es-pba-67349	0	hard_negative	train	ES	Mámoa do Monte de Abonxo	Lalín	Val do Carrio (Santo André)		megalithic_mound	120.0	0.20965928	3553		ok
