dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	fusion_probability	specialist_probability	fusion_specialist_mean	fusion_specialist_product	fusion70_specialist30	fusion_rank	specialist_rank	mean_rank	product_rank	fusion70_rank	max_safety_rank
train	wl-tile-v1-08095	wl-neg-neg-es-pba-63005	neg-es-pba-63005	0	hard_negative	train	ES	Petróglifo do Chan de Aradelas 2	Covelo	O Piñeiro (San Xoán)		rock_art_surface	0.04529486	0.14153327	0.09341406	0.00641073	0.07416638	7326	5656	6398	6621	6751	4170
train	wl-tile-v1-08096	wl-neg-neg-es-pba-63006	neg-es-pba-63006	0	hard_negative	train	ES	Petróglifo do Chan de Aradelas 3	Covelo	O Piñeiro (San Xoán)		rock_art_surface	0.86941871	0.98423913	0.92682892	0.85571592	0.90386484	1141	435	805	811	941	473
train	wl-tile-v1-08998	wl-neg-neg-es-pba-77751	neg-es-pba-77751	0	hard_negative	train	ES	Petróglifo do Chan do Muíño 1	Ponte Caldelas	Ponte Caldelas (Santa Eulalia)		rock_art_surface	0.01760488	0.11063562	0.06412025	0.00194773	0.04551410	8282	6202	7116	7612	7549	7548
train	wl-tile-v1-08999	wl-neg-neg-es-pba-77752	neg-es-pba-77752	0	hard_negative	train	ES	Petróglifo do Chan do Muíño 2	Ponte Caldelas	Ponte Caldelas (Santa Eulalia)		rock_art_surface	0.01228969	0.01884146	0.01556558	0.00023156	0.01425522	8452	8422	8475	8460	8472	6306
train	wl-tile-v1-04379	wl-neg-neg-es-pba-23928	neg-es-pba-23928	0	hard_negative	train	ES	Petróglifo do Chan do Penedo Branco	Santiago de Compostela	Villestro (Santa María)		rock_art_surface	0.15389601	0.36943037	0.26166319	0.05685386	0.21855632	4830	3405	3979	4098	4276	4162
train	wl-tile-v1-09043	wl-neg-neg-es-pba-78153	neg-es-pba-78153	0	hard_negative	train	ES	Petróglifo do Charco 1	Ponteareas	Padróns (San Salvador)		rock_art_surface	0.12018276	0.22232647	0.17125462	0.02671981	0.15082587	5394	4573	4980	4981	5149	4176
train	wl-tile-v1-09044	wl-neg-neg-es-pba-78154	neg-es-pba-78154	0	hard_negative	train	ES	Petróglifo do Charco 2	Ponteareas	Padróns (San Salvador)		rock_art_surface	0.06690340	0.22575264	0.14632802	0.01510362	0.11455817	6613	4534	5370	5657	5792	4621
train	wl-tile-v1-09045	wl-neg-neg-es-pba-78155	neg-es-pba-78155	0	hard_negative	train	ES	Petróglifo do Charco 3	Ponteareas	Padróns (San Salvador)		rock_art_surface	0.08522162	0.17782320	0.13152241	0.01515438	0.11300210	6166	5116	5623	5651	5823	5195
train	wl-tile-v1-08757	wl-neg-neg-es-pba-68683	neg-es-pba-68683	0	hard_negative	train	ES	Petróglifo do Coello 1	Nigrán	Panxón (San Xoán)		rock_art_surface	0.16488646	0.11353493	0.13921070	0.01872037	0.14948100	4661	6134	5494	5425	5171	1852
train	wl-tile-v1-08758	wl-neg-neg-es-pba-68684	neg-es-pba-68684	0	hard_negative	train	ES	Petróglifo do Coello 2	Nigrán	Panxón (San Xoán)		rock_art_surface	0.52762273	0.79717248	0.66239760	0.42060632	0.60848765	2291	1530	1892	1898	2042	1107
train	wl-tile-v1-03778	wl-neg-neg-es-pba-14919	neg-es-pba-14919	0	hard_negative	train	ES	Petróglifo do Convento de San Francisco	Muros	Louro (Santiago)		rock_art_surface	0.16208316	0.18089507	0.17148912	0.02932005	0.16772673	4702	5079	4978	4865	4899	3883
train	wl-tile-v1-05368	wl-neg-neg-es-pba-30064	neg-es-pba-30064	0	hard_negative	train	ES	Petróglifo do Cordal de Ousá	Friol	Ousá (San Xiao)		rock_art_surface	0.06790989	0.12597882	0.09694435	0.00855521	0.08533057	6579	5928	6308	6306	6460	5516
train	wl-tile-v1-08078	wl-neg-neg-es-pba-79591	neg-es-pba-79591	0	hard_negative	train	ES	Petróglifo do Cotadoiro 1	Cerdedo-Cotobade	Cerdedo (San Xoán)		rock_art_surface	0.03242219	0.05514628	0.04378424	0.00178796	0.03923942	7737	7442	7692	7673	7743	7104
train	wl-tile-v1-09000	wl-neg-neg-es-pba-77753	neg-es-pba-77753	0	hard_negative	train	ES	Petróglifo do Cotiño 1	Ponte Caldelas	Tourón (Santa María)		rock_art_surface	0.41932118	0.73072125	0.57502121	0.30640690	0.51274120	2772	1777	2216	2260	2419	3651
train	wl-tile-v1-09001	wl-neg-neg-es-pba-77882	neg-es-pba-77882	0	hard_negative	train	ES	Petróglifo do Cotiño 2	Ponte Caldelas	Tourón (Santa María)		rock_art_surface	0.07208536	0.42630460	0.24919498	0.03073032	0.17835113	6456	3083	4094	4807	4743	5629
train	wl-tile-v1-07623	wl-neg-neg-es-pba-65934	neg-es-pba-65934	0	hard_negative	train	ES	Petróglifo do Coto Coitimil IV-1	Agolada	Borraxeiros (San Cristovo)		rock_art_surface	0.07358991	0.11857973	0.09608482	0.00872627	0.08708686	6425	6045	6333	6280	6422	3976
train	wl-tile-v1-07624	wl-neg-neg-es-pba-65935	neg-es-pba-65935	0	hard_negative	train	ES	Petróglifo do Coto Coitimil IV-2	Agolada	Borraxeiros (San Cristovo)		rock_art_surface	0.05261258	0.11696385	0.08478821	0.00615377	0.07191796	7043	6068	6623	6650	6790	4418
train	wl-tile-v1-07625	wl-neg-neg-es-pba-65936	neg-es-pba-65936	0	hard_negative	train	ES	Petróglifo do Coto Coitimil IV-3	Agolada	Borraxeiros (San Cristovo)		rock_art_surface	0.62477439	0.73116988	0.67797214	0.45681622	0.65669304	1945	1771	1830	1806	1869	2399
train	wl-tile-v1-07626	wl-neg-neg-es-pba-65937	neg-es-pba-65937	0	hard_negative	train	ES	Petróglifo do Coto Coitimil IV-4	Agolada	Borraxeiros (San Cristovo)		rock_art_surface	0.23912674	0.25761261	0.24836968	0.06160206	0.24467250	3888	4234	4101	3985	4026	4542
train	wl-tile-v1-07627	wl-neg-neg-es-pba-65938	neg-es-pba-65938	0	hard_negative	train	ES	Petróglifo do Coto Coitimil IV-5	Agolada	Borraxeiros (San Cristovo)		rock_art_surface	0.36677578	0.34690051	0.35683814	0.12723470	0.36081320	3041	3530	3285	3206	3181	3216
train	wl-tile-v1-07628	wl-neg-neg-es-pba-65939	neg-es-pba-65939	0	hard_negative	train	ES	Petróglifo do Coto Cornellal 11	Agolada	Gurgueiro (San Miguel)		rock_art_surface	0.03594075	0.05899659	0.04746867	0.00212038	0.04285750	7606	7360	7583	7557	7637	7391
train	wl-tile-v1-07637	wl-neg-neg-es-pba-65969	neg-es-pba-65969	0	hard_negative	train	ES	Petróglifo do Coto Cornellal 21	Agolada	Gurgueiro (San Miguel)		rock_art_surface	0.06672633	0.08953821	0.07813227	0.00597456	0.07356989	6617	6629	6758	6681	6762	7355
train	wl-tile-v1-07638	wl-neg-neg-es-pba-65970	neg-es-pba-65970	0	hard_negative	train	ES	Petróglifo do Coto Cornellal 22	Agolada	Gurgueiro (San Miguel)		rock_art_surface	0.02881059	0.12175429	0.07528244	0.00350781	0.05669370	7859	5981	6834	7156	7216	6974
train	wl-tile-v1-07507	wl-neg-neg-es-pba-67007	neg-es-pba-67007	0	hard_negative	train	ES	Petróglifo do Coto Luceiro	A Lama	Antas (Santiago)		rock_art_surface	0.18149035	0.26136490	0.22142763	0.04743521	0.20545272	4440	4201	4364	4304	4401	5635
train	wl-tile-v1-04634	wl-neg-neg-es-pba-25403	neg-es-pba-25403	0	hard_negative	train	ES	Petróglifo do Coto da Fraga	Vilarmaior	Torres (San Xorxe)		rock_art_surface	0.65513579	0.82019296	0.73766437	0.53733776	0.70465294	1856	1456	1614	1615	1719	2459
train	wl-tile-v1-07313	wl-neg-neg-es-pba-56841	neg-es-pba-56841	0	hard_negative	train	ES	Petróglifo do Coto da Man da Moura 2	Ribadavia			rock_art_surface	0.04649367	0.19088650	0.11869009	0.00887501	0.08981152	7263	4951	5861	6253	6345	1901
train	wl-tile-v1-07314	wl-neg-neg-es-pba-56842	neg-es-pba-56842	0	hard_negative	train	ES	Petróglifo do Coto da Man da Moura 2	Ribadavia			rock_art_surface	0.04649367	0.19088650	0.11869009	0.00887501	0.08981152	7264	4952	5862	6254	6346	1902
train	wl-tile-v1-08902	wl-neg-neg-es-pba-69381	neg-es-pba-69381	0	hard_negative	train	ES	Petróglifo do Coto da Matanza 1	Pazos de Borbén	Amoedo (San Sadurniño)		rock_art_surface	0.15280252	0.18768030	0.17024141	0.02867802	0.16326585	4850	5007	4998	4890	4952	4830
train	wl-tile-v1-08903	wl-neg-neg-es-pba-69382	neg-es-pba-69382	0	hard_negative	train	ES	Petróglifo do Coto da Matanza 2	Pazos de Borbén	Amoedo (San Sadurniño)		rock_art_surface	0.09598564	0.07991002	0.08794783	0.00767021	0.09116295	5916	6853	6539	6427	6307	7088
train	wl-tile-v1-09002	wl-neg-neg-es-pba-77883	neg-es-pba-77883	0	hard_negative	train	ES	Petróglifo do Coto da Veiguiña 1	Ponte Caldelas	Ponte Caldelas (Santa Eulalia)		rock_art_surface	0.15460744	0.52554890	0.34007817	0.08125377	0.26588988	4817	2608	3397	3693	3828	4215
train	wl-tile-v1-09003	wl-neg-neg-es-pba-77884	neg-es-pba-77884	0	hard_negative	train	ES	Petróglifo do Coto da Veiguiña 2	Ponte Caldelas	Ponte Caldelas (Santa Eulalia)		rock_art_surface	0.60357633	0.72554612	0.66456123	0.43792247	0.64016727	2030	1795	1882	1852	1927	2690
train	wl-tile-v1-07639	wl-neg-neg-es-pba-65971	neg-es-pba-65971	0	hard_negative	train	ES	Petróglifo do Coto das Fontelas 1	Agolada	Ferreiroa (San Pedro)		rock_art_surface	0.03039074	0.01671218	0.02355146	0.00050790	0.02628717	7803	8459	8255	8256	8129	8031
train	wl-tile-v1-07640	wl-neg-neg-es-pba-65972	neg-es-pba-65972	0	hard_negative	train	ES	Petróglifo do Coto das Fontelas 2	Agolada	Ferreiroa (San Pedro)		rock_art_surface	0.02037079	0.01586168	0.01811624	0.00032312	0.01901806	8189	8473	8403	8380	8349	8557
train	wl-tile-v1-04635	wl-neg-neg-es-pba-25404	neg-es-pba-25404	0	hard_negative	train	ES	Petróglifo do Coto de Abeledo	Vilarmaior	Torres (San Xorxe)		rock_art_surface	0.60536304	0.64924933	0.62730619	0.39303155	0.61852893	2024	2070	2012	1983	2005	1793
train	wl-tile-v1-09046	wl-neg-neg-es-pba-78156	neg-es-pba-78156	0	hard_negative	train	ES	Petróglifo do Coto do Cabalo	Ponteareas	Oliveira (Santiago)		rock_art_surface	0.22003242	0.25618552	0.23810897	0.05636912	0.23087835	4059	4245	4205	4113	4163	4415
train	wl-tile-v1-09004	wl-neg-neg-es-pba-77885	neg-es-pba-77885	0	hard_negative	train	ES	Petróglifo do Coto do Carrizo	Ponte Caldelas	Forzáns (San Fiz)		rock_art_surface	0.08641478	0.28233262	0.18437370	0.02439771	0.14519013	6137	4005	4800	5090	5247	5112
train	wl-tile-v1-08904	wl-neg-neg-es-pba-69383	neg-es-pba-69383	0	hard_negative	train	ES	Petróglifo do Coto do Corno	Pazos de Borbén	A Ermida (Nosa Señora da Anunciación)		rock_art_surface	0.75619419	0.65734801	0.70677110	0.49708274	0.72654033	1551	2045	1717	1697	1647	2022
train	wl-tile-v1-08079	wl-neg-neg-es-pba-79592	neg-es-pba-79592	0	hard_negative	train	ES	Petróglifo do Coto do Rapadoiro 1	Cerdedo-Cotobade	San Xurxo de Sacos (San Xurxo)		rock_art_surface	0.09588704	0.12884091	0.11236398	0.01235417	0.10577320	5919	5871	5971	5888	5982	5313
train	wl-tile-v1-08080	wl-neg-neg-es-pba-79593	neg-es-pba-79593	0	hard_negative	train	ES	Petróglifo do Coto do Rapadoiro 2	Cerdedo-Cotobade	San Xurxo de Sacos (San Xurxo)		rock_art_surface	0.06712726	0.09843666	0.08278196	0.00660778	0.07652008	6608	6453	6664	6594	6684	5932
train	wl-tile-v1-09047	wl-neg-neg-es-pba-78282	neg-es-pba-78282	0	hard_negative	train	ES	Petróglifo do Coto do Santo	Ponteareas	Guillade (San Miguel)		rock_art_surface	0.74141372	0.64055989	0.69098681	0.47491989	0.71115757	1609	2109	1783	1753	1696	2059
train	wl-tile-v1-02891	wl-neg-neg-es-pba-832	neg-es-pba-832	0	hard_negative	train	ES	Petróglifo do Cotón da Espiñeira	Ames	Piñeiro (San Mamede)		rock_art_surface	0.43518346	0.57311120	0.50414733	0.24940852	0.47656178	2706	2393	2527	2495	2598	3560
train	wl-tile-v1-09088	wl-neg-neg-es-pba-77657	neg-es-pba-77657	0	hard_negative	train	ES	Petróglifo do Cruceiro	Pontevedra	Salcedo (San Martiño)		rock_art_surface	0.45655423	0.76880511	0.61267967	0.35100122	0.55022949	2595	1643	2073	2117	2265	1892
train	wl-tile-v1-03779	wl-neg-neg-es-pba-14920	neg-es-pba-14920	0	hard_negative	train	ES	Petróglifo do Cruceiro 1	Muros	Louro (Santiago)		rock_art_surface	0.91379443	0.95233819	0.93306631	0.87024133	0.92535756	909	783	768	768	807	1284
train	wl-tile-v1-03780	wl-neg-neg-es-pba-14921	neg-es-pba-14921	0	hard_negative	train	ES	Petróglifo do Cruceiro 2	Muros	Louro (Santiago)		rock_art_surface	0.87700491	0.94436378	0.91068434	0.82821167	0.89721257	1099	838	933	934	982	1502
train	wl-tile-v1-04278	wl-neg-neg-es-pba-20081	neg-es-pba-20081	0	hard_negative	train	ES	Petróglifo do Cruceiro Grande	Santa Comba	Freixeiro (San Fins)		rock_art_surface	0.58218315	0.30424210	0.44321263	0.17712463	0.49880084	2102	3828	2809	2859	2486	2783
train	wl-tile-v1-04380	wl-neg-neg-es-pba-23929	neg-es-pba-23929	0	hard_negative	train	ES	Petróglifo do Cruceiro de Carabecho	Santiago de Compostela	Villestro (Santa María)		rock_art_surface	0.06016497	0.06827581	0.06422039	0.00410781	0.06259822	6821	7117	7113	7028	7021	7769
train	wl-tile-v1-08625	wl-neg-neg-es-pba-68340	neg-es-pba-68340	0	hard_negative	train	ES	Petróglifo do Curral	Moaña	Meira (Santa Eulalia)		rock_art_surface	0.10164174	0.31446538	0.20805356	0.03196281	0.16548883	5770	3738	4517	4756	4915	4656
train	wl-tile-v1-05073	wl-neg-neg-es-pba-28573	neg-es-pba-28573	0	hard_negative	train	ES	Petróglifo do Depósito	Antas de Ulla	San Martiño de Amarante (San Martiño)		rock_art_surface	0.07844512	0.06686412	0.07265462	0.00524516	0.07497082	6313	7143	6896	6801	6734	4882
train	wl-tile-v1-07445	wl-neg-neg-es-pba-65422	neg-es-pba-65422	0	hard_negative	train	ES	Petróglifo do Eido das Bruxas 1/Petróglifo da Eira das Bruxas 1/Petróglifo do Niño do Corvo 1	A Guarda	Salcidos (San Lourenzo)		rock_art_surface	0.10358398	0.39237840	0.24798119	0.04064412	0.19022231	5727	3268	4107	4474	4589	3093
train	wl-tile-v1-07447	wl-neg-neg-es-pba-65451	neg-es-pba-65451	0	hard_negative	train	ES	Petróglifo do Eido das Bruxas 2/Petróglifo da Eira das Bruxas 2/Petróglifo do Niño do Corvo 2	A Guarda	Salcidos (San Lourenzo)		rock_art_surface	0.54358951	0.69682559	0.62020755	0.37878708	0.58956033	2234	1895	2037	2025	2120	1936
train	wl-tile-v1-07448	wl-neg-neg-es-pba-65452	neg-es-pba-65452	0	hard_negative	train	ES	Petróglifo do Eido das Bruxas 3/Petróglifo da Eira das Bruxas 3/Petróglifo do Niño do Corvo 3	A Guarda	Salcidos (San Lourenzo)		rock_art_surface	0.01731640	0.07145961	0.04438801	0.00123742	0.03355936	8299	7044	7674	7886	7908	4141
train	wl-tile-v1-07449	wl-neg-neg-es-pba-65453	neg-es-pba-65453	0	hard_negative	train	ES	Petróglifo do Eido das Bruxas 4/Petróglifo da Eira das Bruxas 4/Petróglifo do Niño do Corvo 4	A Guarda	Salcidos (San Lourenzo)		rock_art_surface	0.02843452	0.06013239	0.04428345	0.00170984	0.03794388	7877	7328	7677	7692	7775	3202
train	wl-tile-v1-08759	wl-neg-neg-es-pba-68685	neg-es-pba-68685	0	hard_negative	train	ES	Petróglifo do Estripeiral 1	Nigrán	Chandebrito (San Xosé)		rock_art_surface	0.03463110	0.11050424	0.07256767	0.00382688	0.05739304	7649	6207	6898	7086	7191	6136
train	wl-tile-v1-08760	wl-neg-neg-es-pba-68686	neg-es-pba-68686	0	hard_negative	train	ES	Petróglifo do Estripeiral 2	Nigrán	Chandebrito (San Xosé)		rock_art_surface	0.03977135	0.10698974	0.07338054	0.00425513	0.05993687	7484	6288	6882	6982	7105	6085
train	wl-tile-v1-07812	wl-neg-neg-es-pba-59900	neg-es-pba-59900	0	hard_negative	train	ES	Petróglifo do Fentiño Verde 1	Arbo	Cequeliños (San Miguel)		rock_art_surface	0.42086912	0.79232227	0.60659569	0.33346398	0.53230506	2765	1546	2097	2173	2327	2080
train	wl-tile-v1-07813	wl-neg-neg-es-pba-59901	neg-es-pba-59901	0	hard_negative	train	ES	Petróglifo do Fentiño Verde 2	Arbo	Cequeliños (San Miguel)		rock_art_surface	0.06155902	0.20070391	0.13113146	0.01235514	0.10330249	6778	4824	5629	5887	6030	3325
train	wl-tile-v1-07814	wl-neg-neg-es-pba-59902	neg-es-pba-59902	0	hard_negative	train	ES	Petróglifo do Fentiño Verde 3	Arbo	Cequeliños (San Miguel)		rock_art_surface	0.11999441	0.30456324	0.21227883	0.03654589	0.17536506	5397	3824	4470	4608	4785	1677
train	wl-tile-v1-07815	wl-neg-neg-es-pba-59929	neg-es-pba-59929	0	hard_negative	train	ES	Petróglifo do Fentiño Verde 4	Arbo	Cequeliños (San Miguel)		rock_art_surface	0.26866136	0.38001528	0.32433832	0.10209542	0.30206753	3646	3340	3513	3450	3561	2647
train	wl-tile-v1-07816	wl-neg-neg-es-pba-59930	neg-es-pba-59930	0	hard_negative	train	ES	Petróglifo do Fentiño Verde 5	Arbo	Cequeliños (San Miguel)		rock_art_surface	0.35778801	0.40471774	0.38125288	0.14480315	0.37186693	3094	3198	3156	3068	3112	1948
train	wl-tile-v1-09420	wl-neg-neg-es-pba-72631	neg-es-pba-72631	0	hard_negative	train	ES	Petróglifo do Gandarón	Valga	Setecoros (San Salvador)		rock_art_surface	0.08924681	0.05105675	0.07015178	0.00455665	0.07778979	6066	7566	6970	6919	6651	7217
train	wl-tile-v1-07881	wl-neg-neg-es-pba-61352	neg-es-pba-61352	0	hard_negative	train	ES	Petróglifo do Grichouso/Petróglifo do Pouso do Bico	Baiona	Santa Cristina da Ramallosa (Santa Cristina)		rock_art_surface	0.13482279	0.34641685	0.24061982	0.04670489	0.19830101	5130	3534	4176	4316	4487	3000
train	wl-tile-v1-09089	wl-neg-neg-es-pba-77658	neg-es-pba-77658	0	hard_negative	train	ES	Petróglifo do Illó do Pozo Bravo 1	Pontevedra	Campañó (San Pedro)		rock_art_surface	0.05038512	0.13582807	0.09310659	0.00684371	0.07601800	7121	5744	6404	6557	6695	4035
train	wl-tile-v1-09090	wl-neg-neg-es-pba-77659	neg-es-pba-77659	0	hard_negative	train	ES	Petróglifo do Illó do Pozo Bravo 2	Pontevedra	Campañó (San Pedro)		rock_art_surface	0.09354948	0.10065960	0.09710454	0.00941665	0.09568252	5975	6412	6301	6172	6211	4603
train	wl-tile-v1-02757	wl-neg-neg-es-pba-1118	neg-es-pba-1118	0	hard_negative	train	ES	Petróglifo do Libreiro	A Baña	Marcelle (Santa Cristina)		rock_art_surface	0.27199488	0.32664293	0.29931891	0.08884521	0.28838930	3616	3653	3682	3601	3683	4709
train	wl-tile-v1-09005	wl-neg-neg-es-pba-77886	neg-es-pba-77886	0	hard_negative	train	ES	Petróglifo do Lombo da Moa	Ponte Caldelas	Caritel (Santa María)		rock_art_surface	0.10892712	0.06907204	0.08899958	0.00752382	0.09697060	5610	7100	6515	6454	6177	6771
train	wl-tile-v1-04123	wl-neg-neg-es-pba-18614	neg-es-pba-18614	0	hard_negative	train	ES	Petróglifo do Meixoeiro 1	Ponteceso	Corme Aldea (Santo Adrán)		rock_art_surface	0.05251483	0.08882649	0.07067066	0.00466471	0.06340833	7048	6640	6954	6899	6998	3082
train	wl-tile-v1-04124	wl-neg-neg-es-pba-18615	neg-es-pba-18615	0	hard_negative	train	ES	Petróglifo do Meixoeiro 2	Ponteceso	Corme Aldea (Santo Adrán)		rock_art_surface	0.15425426	0.24389880	0.19907653	0.03762243	0.18114762	4826	4340	4627	4557	4704	3149
train	wl-tile-v1-08081	wl-neg-neg-es-pba-79594	neg-es-pba-79594	0	hard_negative	train	ES	Petróglifo do Meixón 1	Cerdedo-Cotobade	Cerdedo (San Xoán)		rock_art_surface	0.08955961	0.27655471	0.18305716	0.02476813	0.14565814	6057	4047	4819	5070	5241	4562
train	wl-tile-v1-08082	wl-neg-neg-es-pba-79595	neg-es-pba-79595	0	hard_negative	train	ES	Petróglifo do Meixón 2	Cerdedo-Cotobade	Cerdedo (San Xoán)		rock_art_surface	0.53228790	0.33055182	0.43141986	0.17594873	0.47176708	2272	3627	2871	2864	2623	3015
train	wl-tile-v1-08083	wl-neg-neg-es-pba-79596	neg-es-pba-79596	0	hard_negative	train	ES	Petróglifo do Meixón 3	Cerdedo-Cotobade	Cerdedo (San Xoán)		rock_art_surface	0.73446879	0.25614031	0.49530455	0.18812707	0.59097025	1623	4247	2570	2798	2116	2149
train	wl-tile-v1-06727	wl-neg-neg-es-pba-31339	neg-es-pba-31339	0	hard_negative	train	ES	Petróglifo do Monte	Xove	O Monte (Santo Isidoro)		rock_art_surface	0.61175008	0.53561233	0.57368121	0.32766089	0.58890876	1993	2565	2224	2186	2124	2655
train	wl-tile-v1-04381	wl-neg-neg-es-pba-23953	neg-es-pba-23953	0	hard_negative	train	ES	Petróglifo do Monte Aberto/Monte da Silvouta VI	Santiago de Compostela	Villestro (Santa María)		rock_art_surface	0.35253166	0.55380670	0.45316918	0.19523440	0.41291417	3123	2479	2769	2760	2901	4073
train	wl-tile-v1-08669	wl-neg-neg-es-pba-68099	neg-es-pba-68099	0	hard_negative	train	ES	Petróglifo do Monte Ardegán 1	Moraña	Santa Xusta de Moraña (Santa Xusta)		rock_art_surface	0.01619424	0.04872042	0.03245733	0.00078899	0.02595209	8336	7630	8019	8099	8137	4512
train	wl-tile-v1-08670	wl-neg-neg-es-pba-68123	neg-es-pba-68123	0	hard_negative	train	ES	Petróglifo do Monte Ardegán 2	Moraña	Santa Xusta de Moraña (Santa Xusta)		rock_art_surface	0.04831142	0.07084976	0.05958059	0.00342285	0.05507292	7193	7063	7232	7175	7268	2552
train	wl-tile-v1-08671	wl-neg-neg-es-pba-68124	neg-es-pba-68124	0	hard_negative	train	ES	Petróglifo do Monte Ardegán 3	Moraña	Santa Xusta de Moraña (Santa Xusta)		rock_art_surface	0.02234812	0.05833683	0.04034248	0.00130372	0.03314473	8109	7375	7793	7852	7921	5875
train	wl-tile-v1-08672	wl-neg-neg-es-pba-68125	neg-es-pba-68125	0	hard_negative	train	ES	Petróglifo do Monte Ardegán 4	Moraña	San Lourenzo de Moraña (San Lourenzo)		rock_art_surface	0.03665796	0.06030513	0.04848155	0.00221066	0.04375211	7579	7322	7552	7520	7612	8205
train	wl-tile-v1-08673	wl-neg-neg-es-pba-68126	neg-es-pba-68126	0	hard_negative	train	ES	Petróglifo do Monte Ardegán 5	Moraña	San Lourenzo de Moraña (San Lourenzo)		rock_art_surface	0.10581905	0.24177156	0.17379531	0.02558404	0.14660480	5680	4362	4945	5036	5230	4072
train	wl-tile-v1-08851	wl-neg-neg-es-pba-70383	neg-es-pba-70383	0	hard_negative	train	ES	Petróglifo do Monte Bandeira	O Rosal	O Rosal (Santa Mariña)		rock_art_surface	0.25872551	0.44923594	0.35398072	0.11622880	0.31587864	3719	2968	3309	3297	3481	2248
train	wl-tile-v1-05177	wl-neg-neg-es-pba-28162	neg-es-pba-28162	0	hard_negative	train	ES	Petróglifo do Monte Fabeiro	Carballedo	A Cova (San Xoán)		rock_art_surface	0.06222189	0.04166256	0.05194223	0.00259232	0.05605409	6750	7807	7446	7391	7235	7802
train	wl-tile-v1-04385	wl-neg-neg-es-pba-23957	neg-es-pba-23957	0	hard_negative	train	ES	Petróglifo do Monte Pedroso	Santiago de Compostela	Figueiras (Santa María)		rock_art_surface	0.51278751	0.66797909	0.59038330	0.34253133	0.55934498	2350	2002	2168	2150	2228	1995
train	wl-tile-v1-04168	wl-neg-neg-es-pba-18823	neg-es-pba-18823	0	hard_negative	train	ES	Petróglifo do Monte Picoto	Rianxo	Asados (Santa María)		rock_art_surface	0.01909825	0.03886413	0.02898119	0.00074224	0.02502801	8226	7885	8111	8121	8166	6583
train	wl-tile-v1-08852	wl-neg-neg-es-pba-70384	neg-es-pba-70384	0	hard_negative	train	ES	Petróglifo do Monte Picoto (Renxique) (I)	O Rosal	O Rosal (Santa Mariña)		rock_art_surface	0.08527566	0.50941044	0.29734305	0.04344031	0.21251610	6163	2679	3695	4407	4336	3244
train	wl-tile-v1-08853	wl-neg-neg-es-pba-70385	neg-es-pba-70385	0	hard_negative	train	ES	Petróglifo do Monte Picoto (Renxique) (II)	O Rosal	O Rosal (Santa Mariña)		rock_art_surface	0.08980296	0.21194499	0.15087397	0.01903329	0.12644557	6049	4677	5302	5412	5577	6250
train	wl-tile-v1-03207	wl-neg-neg-es-pba-4214	neg-es-pba-4214	0	hard_negative	train	ES	Petróglifo do Monte Pumariño	Brión	Bastavales (San Xulián)		rock_art_surface	0.51913316	0.71137801	0.61525558	0.36929991	0.57680661	2327	1856	2062	2064	2165	2910
train	wl-tile-v1-08730	wl-neg-neg-es-pba-69269	neg-es-pba-69269	0	hard_negative	train	ES	Petróglifo do Monte Salgueirón	Mos	Louredo (San Salvador)		rock_art_surface	0.54996575	0.56152738	0.55574657	0.30882083	0.55343424	2212	2441	2303	2252	2249	2932
train	wl-tile-v1-07450	wl-neg-neg-es-pba-65454	neg-es-pba-65454	0	hard_negative	train	ES	Petróglifo do Monte Torroso 01/Petróglifo do Cimo do Niño do Corvo 01	A Guarda	Salcidos (San Lourenzo)		rock_art_surface	0.65365868	0.94154246	0.79760057	0.61544740	0.74002381	1860	861	1413	1453	1605	157
train	wl-tile-v1-07451	wl-neg-neg-es-pba-65455	neg-es-pba-65455	0	hard_negative	train	ES	Petróglifo do Monte Torroso 02/Petróglifo do Cimo do Niño do Corvo 02	A Guarda	Salcidos (San Lourenzo)		rock_art_surface	0.05037262	0.20164530	0.12600896	0.01015740	0.09575442	7122	4811	5733	6082	6209	1955
train	wl-tile-v1-07452	wl-neg-neg-es-pba-65456	neg-es-pba-65456	0	hard_negative	train	ES	Petróglifo do Monte Torroso 03/Petróglifo do Cimo do Niño do Corvo 03	A Guarda	Salcidos (San Lourenzo)		rock_art_surface	0.27815101	0.56087374	0.41951237	0.15600760	0.36296783	3572	2446	2933	3000	3167	984
train	wl-tile-v1-07453	wl-neg-neg-es-pba-65487	neg-es-pba-65487	0	hard_negative	train	ES	Petróglifo do Monte Torroso 04/Petróglifo do Cimo do Niño do Corvo 04	A Guarda	Salcidos (San Lourenzo)		rock_art_surface	0.17817358	0.64827626	0.41322492	0.11550570	0.31920438	4494	2077	2967	3310	3448	836
train	wl-tile-v1-07454	wl-neg-neg-es-pba-65488	neg-es-pba-65488	0	hard_negative	train	ES	Petróglifo do Monte Torroso 05/Petróglifo do Cimo do Niño do Corvo 05	A Guarda	Salcidos (San Lourenzo)		rock_art_surface	0.24192322	0.35616450	0.29904386	0.08616446	0.27619560	3866	3474	3685	3630	3754	850
