queue	priority_order	dataset	final_split	sample_id	bank_id	label_class	label_role	name	municipality	parish	country	longitude	latitude	fusion_probability	fusion_rank	max_safety_rank	archetype_only_rank	rank_delta_fusion_to_max	negative_type	morphology_proxy	review_reason
val_morphology_rescues	6	val	val	wl-pos-pos-es-pba-58802	pos-es-pba-58802	1	positive	Castro do Coto	Viana do Bolo	Tabazoa de Hedroso (Santa María)	ES	-7.0662139779726845	42.217181531255015	0.12069130	1447	284	228	1163		hilltop_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	7	val	val	wl-pos-pos-es-pba-46139	pos-es-pba-46139	1	positive	O Castro/A Mourisca/Xacemento do Castro de Beade	Beade	Beade (Santa María)	ES	-8.130357357032018	42.32512330754117	0.08679289	1581	428	336	1153		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	8	val	val	wl-pos-pos-es-pba-69293	pos-es-pba-69293	1	positive	Castro do Bosque	Oia	Oia (Santa María)	ES	-8.870525020034952	42.00168284674323	0.08240084	1595	477	366	1118		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	9	val	val	wl-pos-pos-es-pba-30791	pos-es-pba-30791	1	positive	Castro do Medio	A Fonsagrada	Lamas de Moreira (Santa María)	ES	-7.075210586502403	43.0653069523313	0.21293360	1120	41	36	1079		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	10	val	val	wl-pos-pos-es-pba-58798	pos-es-pba-58798	1	positive	Castro do Castelo	Viana do Bolo	Punxeiro (San Marcos)	ES	-7.083157063356173	42.17225861589847	0.22980224	1063	26	23	1037		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	11	val	val	wl-pos-pos-es-pba-68699	pos-es-pba-68699	1	positive	O Castro	Oia	Pedornes (San Mamede)	ES	-8.876937344097318	42.02372556074861	0.06670480	1671	686	502	985		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	12	val	val	wl-pos-pos-es-pba-59359	pos-es-pba-59359	1	positive	Castro de Ourille	Verea	Ourille (San Pedro)	ES	-7.936333664358758	42.10723733350916	0.25335569	1000	102	83	898		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	13	val	val	wl-pos-pos-es-pba-69291	pos-es-pba-69291	1	positive	Castro de Cividade/Castro de Viladesuso	Oia	Viladesuso (San Miguel)	ES	-8.870150879042841	42.0350447939914	0.23679522	1044	367	293	677		large_castrexo_civitas_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	14	val	val	wl-pos-pos-es-pba-68624	pos-es-pba-68624	1	positive	Monte do Castro	Oia	Pedornes (San Mamede)	ES	-8.875610947222055	42.01591313556622	0.08283888	1594	923	655	671		hilltop_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	15	val	val	wl-pos-pos-es-pba-63455	pos-es-pba-63455	1	positive	Couto do Castro/O Castro	Campo Lameiro	Moimenta (Santa María)	ES	-8.483543611143975	42.57577208588973	0.27384607	943	308	249	635		hilltop_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	16	val	val	wl-pos-pos-es-pba-58799	pos-es-pba-58799	1	positive	Castro do Castelo dos Mouros	Viana do Bolo	Mourisca (Santa María)	ES	-7.106022830583882	42.20017242988406	0.35207982	716	83	63	633		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	17	val	val	wl-pos-pos-es-pba-66779	pos-es-pba-66779	1	positive	Monte do Castro de Arcos	Meis	San Tomé de Nogueira (San Tom‚)	ES	-8.700718705561322	42.50856477021922	0.25122459	1007	423	332	584		hilltop_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	18	val	val	wl-pos-pos-es-pba-28584	pos-es-pba-28584	1	positive	Castro da Roda	Barreiros	San Pedro de Benquerencia (San Pedro)	ES	-7.193713469296093	43.561334246470715	0.37005762	680	136	109	544		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	19	val	val	wl-pos-pos-es-pba-58765	pos-es-pba-58765	1	positive	Castro da Fraga do Castrillón	Viana do Bolo	Covelo (San Lourenzo)	ES	-7.119429153895029	42.22680934751982	0.13379404	1400	892	633	508		castrel_toponym_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	20	val	val	wl-pos-pos-es-pba-31117	pos-es-pba-31117	1	positive	O Castro	A Fonsagrada	O Trobo (Santa María)	ES	-7.067693693213788	43.17513814853288	0.44193176	529	22	21	507		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	21	val	val	wl-pos-pos-es-pba-28585	pos-es-pba-28585	1	positive	Castro de Punta de San Pedro	Barreiros	San Pedro de Benquerencia (San Pedro)	ES	-7.202031945388303	43.56144384275869	0.29958041	872	373	298	499		coastal_promontory_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	22	val	val	wl-pos-pos-es-pba-69292	pos-es-pba-69292	1	positive	Castro de Mougás/O Crasto	Oia	Mougás (Santa Uxía)	ES	-8.873630702842346	42.04729664956693	0.04772812	1763	1310	936	453		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	23	val	val	wl-pos-pos-es-pba-69290	pos-es-pba-69290	1	positive	Castro de Chavella	Oia	Oia (Santa María)	ES	-8.866182191051914	41.99444455984168	0.41771023	568	121	100	447		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	24	val	val	wl-pos-pos-es-pba-66619	pos-es-pba-66619	1	positive	Ermida e Castelo do Monte Castrove	Meis	A Armenteira (Santa María)	ES	-8.702819451305215	42.48248479801781	0.25339501	999	565	426	434		hilltop_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	25	val	val	wl-pos-pos-es-pba-30966	pos-es-pba-30966	1	positive	Os Castros das Engrobias/Castros de Lelle	Foz	San Martiño de Mondoñedo (San Marti¤o)	ES	-7.311971413888005	43.55486841672692	0.30856520	840	448	351	392		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	26	val	val	wl-pos-pos-es-pba-9494	pos-es-pba-9494	1	positive	Castro de Lestrobe	Dodro	Dodro (Santa María)	ES	-8.674319349813626	42.734636908986175	0.32429507	787	398	316	389		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	27	val	val	wl-pos-pos-es-pba-63965	pos-es-pba-63965	1	positive	Castro da Devesiña	Campo Lameiro	O Campo (San Miguel)	ES	-8.553165205254059	42.53525283476263	0.14131656	1374	994	701	380		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	28	val	val	wl-pos-pos-es-pba-65613	pos-es-pba-65613	1	positive	O Castriño	O Grove	San Vicente do Grove (San Vicente)	ES	-8.93655550311836	42.47882860854801	0.39060475	635	266	212	369		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	29	val	val	wl-pos-pos-es-pba-64725	pos-es-pba-64725	1	positive	Castro de Vila Criste	A Estrada	Cora (San Miguel)	ES	-8.536652972635391	42.74668291363823	0.29049031	892	532	402	360		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	30	val	val	wl-pos-pos-es-pba-46140	pos-es-pba-46140	1	positive	O Castro/Sartego antropomorfo do Castro	Beade	Beade (Santa María)	ES	-8.130668145915354	42.32378210273757	0.14262395	1369	1032	724	337		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	31	val	val	wl-pos-pos-es-pba-30964	pos-es-pba-30964	1	positive	Os Castros	Foz	Nois (San Xiao)	ES	-7.307847458782912	43.6103592734137	0.46666696	485	185	151	300		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	32	val	val	wl-pos-pos-es-pba-31148	pos-es-pba-31148	1	positive	O Castro/A Croa/Estivo do Castro	A Fonsagrada	Maderne (San Pedro)	ES	-7.108581133390804	43.19977698989687	0.56344333	360	85	64	275		croa_top_ring_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	33	val	val	wl-pos-pos-es-pba-24421	pos-es-pba-24421	1	positive	Medorra de Lañas/O Castro Grande/A Medorra	Touro	San Fiz de Quión (San Fiz)	ES	-8.271432385030025	42.88926127313282	0.31173728	828	557	420	271		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	34	val	val	wl-pos-pos-es-pba-58770	pos-es-pba-58770	1	positive	Castro do Castelo	Viana do Bolo	Covelo (San Lourenzo)	ES	-7.1105458404691495	42.21407681932817	0.40740255	593	343	272	250		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	35	val	val	wl-pos-pos-es-pba-58938	pos-es-pba-58938	1	positive	O Castro de Grixoa	Viana do Bolo	Grixoa (San Pedro)	ES	-7.166436692701856	42.22518309677026	0.44884567	517	275	220	242		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	36	val	val	wl-pos-pos-es-pba-31001	pos-es-pba-31001	1	positive	Punta dos Bois/Castro de Llas/Cu do Castro	Foz	Foz (Santiago)	ES	-7.266125604799842	43.58182272503391	0.64729250	271	40	34	231		coastal_promontory_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	37	val	val	wl-pos-pos-es-pba-63859	pos-es-pba-63859	1	positive	Casa do Castro	Campo Lameiro	Morillas (Santiago)	ES	-8.498408357336032	42.555050382391805	0.02670907	1825	1613	1269	212		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	38	val	val	wl-pos-pos-es-pba-15425	pos-es-pba-15425	1	positive	Castro de Punta Roza	Oleiros	Dexo (Santa María)	ES	-8.31830696844109	43.40101205296719	0.69881558	223	17	17	206		coastal_promontory_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	39	val	val	wl-pos-pos-es-pba-64727	pos-es-pba-64727	1	positive	Castro Lóbrigo	A Estrada	Loimil (Santa María)	ES	-8.34820096675144	42.75364922746449	0.39035187	636	440	347	196		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	40	val	val	wl-pos-pos-es-pba-31076	pos-es-pba-31076	1	positive	O Castro	A Fonsagrada	O Trobo (Santa María)	ES	-7.065621556896318	43.191466131041224	0.57168987	348	166	131	182		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	41	val	val	wl-pos-pos-es-pba-35729	pos-es-pba-35729	1	positive	Castro do Carrusco	Ourol	O Sisto (Santa María)	ES	-7.70690372429757	43.53541670805242	0.71050574	215	64	52	151		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	42	val	val	wl-pos-pos-es-pba-28234	pos-es-pba-28234	1	positive	Punta do Castro	Barreiros	San Pedro de Benquerencia (San Pedro)	ES	-7.177577887572078	43.562789112381324	0.78960057	158	12	12	146		coastal_promontory_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	43	val	val	wl-pos-pos-es-pba-30719	pos-es-pba-30719	1	positive	Castro	A Fonsagrada	Vilabol de Suarna (Santa María)	ES	-7.034424673077542	43.07493809539006	0.37380652	672	528	399	144		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	44	val	val	wl-pos-pos-es-pba-13820	pos-es-pba-13820	1	positive	Castro das Escadas	Mugardos	Franza (Santiago)	ES	-8.208733854064741	43.45940513929263	0.71025450	216	74	57	142		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	45	val	val	wl-pos-pos-es-pba-26452	pos-es-pba-26452	1	positive	Xacemento do Peto/Castro Pequeno	Vedra	Merín (San Cristovo)	ES	-8.454175784409403	42.7674220877566	0.29947497	874	739	531	135		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	46	val	val	wl-pos-pos-es-pba-32093	pos-es-pba-32093	1	positive	Os Castros de Quintán	Guitiriz	Roca (San Xiao)	ES	-7.805957652047091	43.187369822622884	0.66293660	252	126	104	126		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	47	val	val	wl-pos-pos-es-pba-41057	pos-es-pba-41057	1	positive	Castro de Sante	Trabada	Sante (San Xiao)	ES	-7.1398942217230665	43.44761649145048	0.42817706	552	429	337	123		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	48	val	val	wl-pos-pos-es-pba-70808	pos-es-pba-70808	1	positive	Castro do Coto das Caldeiriñas	Salceda de Caselas	Parderrubias (San Tomé)	ES	-8.568519004218278	42.08815965745929	0.69350677	229	122	101	107		hilltop_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	49	val	val	wl-pos-pos-es-pba-70948	pos-es-pba-70948	1	positive	Castro do Monte do Faro	Salceda de Caselas	Entenza (Santos Xusto e Pastor)	ES	-8.575609516425695	42.08231074599328	0.85403959	113	29	26	84		hilltop_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	50	val	val	wl-pos-pos-es-pba-9492	pos-es-pba-9492	1	positive	Castro de Bexo	Dodro	San Xoán de Laíño (San Xoán)	ES	-8.750383933374424	42.700098938817575	0.56090872	363	282	227	81		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
