dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	fusion_probability	specialist_probability	fusion_specialist_mean	fusion_specialist_product	fusion70_specialist30	fusion_rank	specialist_rank	mean_rank	product_rank	fusion70_rank	max_safety_rank
train	wl-tile-v1-06966	wl-neg-neg-es-pba-45892	neg-es-pba-45892	0	hard_negative	train	ES	Petróglifos do Pión 08	Beariz	Beariz (Santa María)		rock_art_surface	0.30248346	0.42766976	0.36507661	0.12936303	0.34003935	3668	3074	3320	3325	3434	1472
train	wl-tile-v1-06967	wl-neg-neg-es-pba-45893	neg-es-pba-45893	0	hard_negative	train	ES	Petróglifos do Pión 09	Beariz	Beariz (Santa María)		rock_art_surface	0.36443789	0.49507052	0.42975420	0.18042245	0.40362768	3221	2734	2934	2943	3043	1341
train	wl-tile-v1-06968	wl-neg-neg-es-pba-45894	neg-es-pba-45894	0	hard_negative	train	ES	Petróglifos do Pión 10	Beariz	Beariz (Santa María)		rock_art_surface	0.48422299	0.60467159	0.54444729	0.29279588	0.52035757	2541	2261	2367	2374	2426	1140
train	wl-tile-v1-06969	wl-neg-neg-es-pba-45895	neg-es-pba-45895	0	hard_negative	train	ES	Petróglifos do Pión 11	Beariz	Beariz (Santa María)		rock_art_surface	0.46164687	0.56401267	0.51282977	0.26037468	0.49235661	2664	2434	2516	2512	2565	1339
train	wl-tile-v1-06970	wl-neg-neg-es-pba-45896	neg-es-pba-45896	0	hard_negative	train	ES	Petróglifos do Pión 12	Beariz	Beariz (Santa María)		rock_art_surface	0.41615182	0.53779814	0.47697498	0.22380568	0.45264572	2912	2557	2687	2690	2767	1371
train	wl-tile-v1-06971	wl-neg-neg-es-pba-45897	neg-es-pba-45897	0	hard_negative	train	ES	Petróglifos do Pión 13	Beariz	Beariz (Santa María)		rock_art_surface	0.49998647	0.62014730	0.56006689	0.31006526	0.53603472	2452	2199	2296	2302	2354	1072
train	wl-tile-v1-06972	wl-neg-neg-es-pba-45898	neg-es-pba-45898	0	hard_negative	train	ES	Petróglifos do Pión 14	Beariz	Beariz (Santa María)		rock_art_surface	0.21373809	0.31024130	0.26198969	0.06631038	0.24268905	4622	3774	4108	4119	4309	3068
train	wl-tile-v1-06973	wl-neg-neg-es-pba-45899	neg-es-pba-45899	0	hard_negative	train	ES	Petróglifos do Pión 15	Beariz	Beariz (Santa María)		rock_art_surface	0.19124530	0.26944767	0.23034649	0.05153060	0.21470601	4934	4129	4464	4466	4651	4681
train	wl-tile-v1-06974	wl-neg-neg-es-pba-45900	neg-es-pba-45900	0	hard_negative	train	ES	Petróglifos do Pión 16	Beariz	Beariz (Santa María)		rock_art_surface	0.04922069	0.06283190	0.05602630	0.00309263	0.05330405	7759	7253	7545	7531	7648	7078
train	wl-tile-v1-06975	wl-neg-neg-es-pba-45927	neg-es-pba-45927	0	hard_negative	train	ES	Petróglifos do Pión 17	Beariz	Beariz (Santa María)		rock_art_surface	0.19774666	0.25430049	0.22602357	0.05028707	0.21471281	4836	4264	4525	4500	4650	2046
train	wl-tile-v1-06976	wl-neg-neg-es-pba-45928	neg-es-pba-45928	0	hard_negative	train	ES	Petróglifos do Pión 18	Beariz	Beariz (Santa María)		rock_art_surface	0.13713445	0.19123433	0.16418439	0.02622482	0.15336441	5766	4943	5359	5356	5515	3602
train	wl-tile-v1-06977	wl-neg-neg-es-pba-45929	neg-es-pba-45929	0	hard_negative	train	ES	Petróglifos do Pión 19	Beariz	Beariz (Santa María)		rock_art_surface	0.09124357	0.12221054	0.10672706	0.01115093	0.10053366	6720	5973	6379	6368	6531	6065
train	wl-tile-v1-06832	wl-neg-neg-es-pba-45561	neg-es-pba-45561	0	hard_negative	train	ES	Petróglifos do Porto da Arca	Avión	Abelenda (Santa Mariña)		rock_art_surface	0.10736854	0.16225962	0.13481408	0.01742158	0.12383586	6374	5321	5827	5837	6035	7586
train	wl-tile-v1-07043	wl-neg-neg-es-pba-47286	neg-es-pba-47286	0	hard_negative	train	ES	Petróglifos do Reigoso 1	Castrelo de Miño	Castrelo de Miño (Santa María)		rock_art_surface	0.04771837	0.06999280	0.05885559	0.00333994	0.05440070	7808	7079	7467	7470	7609	7370
train	wl-tile-v1-07044	wl-neg-neg-es-pba-47287	neg-es-pba-47287	0	hard_negative	train	ES	Petróglifos do Reigoso 2	Castrelo de Miño	Castrelo de Miño (Santa María)		rock_art_surface	0.26098673	0.42185206	0.34141940	0.11009779	0.30924633	4063	3103	3484	3511	3665	3556
train	wl-tile-v1-07045	wl-neg-neg-es-pba-47288	neg-es-pba-47288	0	hard_negative	train	ES	Petróglifos do Reigoso 3	Castrelo de Miño	Castrelo de Miño (Santa María)		rock_art_surface	0.04075551	0.07205911	0.05640731	0.00293681	0.05014659	7986	7035	7533	7577	7737	7397
train	wl-tile-v1-06742	wl-neg-neg-es-pba-45215	neg-es-pba-45215	0	hard_negative	train	ES	Petróglifos do Reigoso 3/O Panel de Reigoso	A Arnoia	A Arnoia (San Salvador)		rock_art_surface	0.03977727	0.06936896	0.05457312	0.00275931	0.04865478	8007	7093	7590	7618	7770	7881
train	wl-tile-v1-07426	wl-neg-neg-es-pba-60256	neg-es-pba-60256	0	hard_negative	train	ES	Petróglifos do Salto do Cabalo	Vilardevós	Vilardevós (San Miguel)		rock_art_surface	0.36338808	0.55438318	0.45888563	0.20145624	0.42068661	3229	2476	2779	2809	2935	4262
train	wl-tile-v1-07056	wl-neg-neg-es-pba-48043	neg-es-pba-48043	0	hard_negative	train	ES	Petróglifos do Seixo	Celanova	Freixo (Santa Cristina)		rock_art_surface	0.00972086	0.04077303	0.02524694	0.00039635	0.01903651	8615	7833	8344	8448	8480	1080
train	wl-tile-v1-07120	wl-neg-neg-es-pba-52920	neg-es-pba-52920	0	hard_negative	train	ES	Petróglifos do Souto	Melón	Quins (Santa María)		rock_art_surface	0.33514750	0.47905674	0.40710212	0.16055467	0.37832027	3409	2802	3068	3079	3196	4495
train	wl-tile-v1-07422	wl-neg-neg-es-pba-58916	neg-es-pba-58916	0	hard_negative	train	ES	Petróglifos do Souto 1	Vilamarín	Reádegos (San Vicente)		rock_art_surface	0.04243878	0.04392105	0.04317992	0.00186396	0.04288346	7940	7756	7888	7876	7927	8264
train	wl-tile-v1-07423	wl-neg-neg-es-pba-58917	neg-es-pba-58917	0	hard_negative	train	ES	Petróglifos do Souto 2	Vilamarín	Reádegos (San Vicente)		rock_art_surface	0.04296019	0.04764248	0.04530133	0.00204673	0.04436488	7928	7653	7832	7811	7882	7364
train	wl-tile-v1-04212	wl-neg-neg-es-pba-18970	neg-es-pba-18970	0	hard_negative	train	ES	Petróglifos do Toural 1	Rianxo	O Araño (Santa Baia)		rock_art_surface	0.27280737	0.23967448	0.25624093	0.06538497	0.26286750	3935	4387	4177	4137	4070	5137
train	wl-tile-v1-04213	wl-neg-neg-es-pba-18971	neg-es-pba-18971	0	hard_negative	train	ES	Petróglifos do Toural 2	Rianxo	O Araño (Santa Baia)		rock_art_surface	0.28192166	0.33061193	0.30626679	0.09320666	0.29652874	3836	3626	3719	3702	3778	3775
train	wl-tile-v1-06898	wl-neg-neg-es-pba-46382	neg-es-pba-46382	0	hard_negative	train	ES	Petróglifos dos Campelos/Presqueira 1	Baños de Molgas	Presqueira (San Martiño)		rock_art_surface	0.12713569	0.12213647	0.12463608	0.01552790	0.12563592	5952	5975	6015	5980	5996	4366
train	wl-tile-v1-06899	wl-neg-neg-es-pba-46383	neg-es-pba-46383	0	hard_negative	train	ES	Petróglifos dos Campelos/Presqueira 2	Baños de Molgas	Ambía (Santo Estevo)		rock_art_surface	0.12007033	0.10582257	0.11294645	0.01270615	0.11579600	6094	6312	6229	6195	6202	5511
train	wl-tile-v1-06900	wl-neg-neg-es-pba-46384	neg-es-pba-46384	0	hard_negative	train	ES	Petróglifos dos Campelos/Presqueira 3	Baños de Molgas	Presqueira (San Martiño)		rock_art_surface	0.12409184	0.12532865	0.12471025	0.01555226	0.12446288	6009	5939	6013	5978	6022	3822
train	wl-tile-v1-06901	wl-neg-neg-es-pba-46385	neg-es-pba-46385	0	hard_negative	train	ES	Petróglifos dos Campelos/Presqueira 4	Baños de Molgas	Presqueira (San Martiño)		rock_art_surface	0.12354047	0.11999336	0.12176692	0.01482404	0.12247634	6020	6015	6066	6028	6067	4155
train	wl-tile-v1-06902	wl-neg-neg-es-pba-46386	neg-es-pba-46386	0	hard_negative	train	ES	Petróglifos dos Campelos/Presqueira 5	Baños de Molgas	Presqueira (San Martiño)		rock_art_surface	0.06934831	0.05865732	0.06400281	0.00406779	0.06614101	7245	7368	7335	7310	7322	5520
train	wl-tile-v1-06903	wl-neg-neg-es-pba-46414	neg-es-pba-46414	0	hard_negative	train	ES	Petróglifos dos Campelos/Presqueira 6	Baños de Molgas	Presqueira (San Martiño)		rock_art_surface	0.03315704	0.02534980	0.02925342	0.00084052	0.03081487	8172	8255	8242	8238	8223	7659
train	wl-tile-v1-06904	wl-neg-neg-es-pba-46415	neg-es-pba-46415	0	hard_negative	train	ES	Petróglifos dos Campelos/Presqueira 7	Baños de Molgas	Presqueira (San Martiño)		rock_art_surface	0.02724297	0.02074930	0.02399613	0.00056527	0.02529487	8322	8383	8376	8365	8366	7948
train	wl-tile-v1-06905	wl-neg-neg-es-pba-46416	neg-es-pba-46416	0	hard_negative	train	ES	Petróglifos dos Campelos/Presqueira 8	Baños de Molgas	Presqueira (San Martiño)		rock_art_surface	0.03397235	0.02712087	0.03054661	0.00092136	0.03191691	8155	8205	8206	8197	8187	7527
train	wl-tile-v1-04214	wl-neg-neg-es-pba-18972	neg-es-pba-18972	0	hard_negative	train	ES	Petróglifos dos Campos 01	Rianxo	Leiro (Santa María)		rock_art_surface	0.16099627	0.23745956	0.19922791	0.03823010	0.18393526	5355	4410	4872	4878	5085	4451
train	wl-tile-v1-04215	wl-neg-neg-es-pba-18973	neg-es-pba-18973	0	hard_negative	train	ES	Petróglifos dos Campos 02	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.11637988	0.16123529	0.13880758	0.01876454	0.12983650	6174	5332	5749	5744	5915	6800
train	wl-tile-v1-04216	wl-neg-neg-es-pba-18997	neg-es-pba-18997	0	hard_negative	train	ES	Petróglifos dos Campos 03	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.10458510	0.13406808	0.11932659	0.01402152	0.11342999	6423	5781	6108	6089	6253	7625
train	wl-tile-v1-04217	wl-neg-neg-es-pba-18998	neg-es-pba-18998	0	hard_negative	train	ES	Petróglifos dos Campos 04	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.04428406	0.06417956	0.05423181	0.00284213	0.05025271	7898	7201	7599	7601	7732	7321
train	wl-tile-v1-04218	wl-neg-neg-es-pba-18999	neg-es-pba-18999	0	hard_negative	train	ES	Petróglifos dos Campos 05	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.61223800	0.75190405	0.68207103	0.46034423	0.65413782	1946	1706	1814	1813	1851	2041
train	wl-tile-v1-04219	wl-neg-neg-es-pba-19000	neg-es-pba-19000	0	hard_negative	train	ES	Petróglifos dos Campos 06	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.28623867	0.36567359	0.32595613	0.10466992	0.31006915	3799	3422	3565	3555	3660	4984
train	wl-tile-v1-04220	wl-neg-neg-es-pba-19001	neg-es-pba-19001	0	hard_negative	train	ES	Petróglifos dos Campos 07	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.08214838	0.12015703	0.10115270	0.00987071	0.09355097	6927	6009	6500	6502	6674	7722
train	wl-tile-v1-04221	wl-neg-neg-es-pba-19002	neg-es-pba-19002	0	hard_negative	train	ES	Petróglifos dos Campos 08	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.04082636	0.04708943	0.04395790	0.00192249	0.04270528	7982	7666	7870	7850	7933	7024
train	wl-tile-v1-04222	wl-neg-neg-es-pba-19003	neg-es-pba-19003	0	hard_negative	train	ES	Petróglifos dos Campos 09	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.09923183	0.09298266	0.09610725	0.00922684	0.09735708	6543	6550	6612	6583	6607	7023
train	wl-tile-v1-04223	wl-neg-neg-es-pba-19004	neg-es-pba-19004	0	hard_negative	train	ES	Petróglifos dos Campos 10	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.01642396	0.01628335	0.01635365	0.00026744	0.01638178	8537	8465	8515	8506	8531	8486
train	wl-tile-v1-04224	wl-neg-neg-es-pba-19005	neg-es-pba-19005	0	hard_negative	train	ES	Petróglifos dos Campos 11	Rianxo	Leiro (Santa María)		rock_art_surface	0.21030183	0.31162441	0.26096312	0.06553518	0.24069860	4663	3756	4123	4133	4326	3745
train	wl-tile-v1-04225	wl-neg-neg-es-pba-19006	neg-es-pba-19006	0	hard_negative	train	ES	Petróglifos dos Campos 12	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.05214090	0.08197245	0.06705668	0.00427412	0.06109037	7689	6803	7260	7270	7433	5434
train	wl-tile-v1-04226	wl-neg-neg-es-pba-19007	neg-es-pba-19007	0	hard_negative	train	ES	Petróglifos dos Campos 13	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.22868899	0.34725726	0.28797312	0.07941391	0.26425947	4428	3528	3878	3897	4057	2614
train	wl-tile-v1-04227	wl-neg-neg-es-pba-19036	neg-es-pba-19036	0	hard_negative	train	ES	Petróglifos dos Campos 14	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.07669656	0.11115021	0.09392339	0.00852484	0.08703266	7053	6190	6654	6659	6841	7551
train	wl-tile-v1-04228	wl-neg-neg-es-pba-19037	neg-es-pba-19037	0	hard_negative	train	ES	Petróglifos dos Campos 15	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.10806622	0.14763024	0.12784823	0.01595384	0.11993543	6354	5561	5960	5951	6114	6762
train	wl-tile-v1-04229	wl-neg-neg-es-pba-19038	neg-es-pba-19038	0	hard_negative	train	ES	Petróglifos dos Campos 16	Rianxo	Rianxo (Santa Comba)		rock_art_surface	0.03842953	0.04379672	0.04111313	0.00168309	0.04003969	8037	7758	7935	7921	7993	4330
train	wl-tile-v1-04230	wl-neg-neg-es-pba-19039	neg-es-pba-19039	0	hard_negative	train	ES	Petróglifos dos Mouchos	Rianxo	Leiro (Santa María)		rock_art_surface	0.16510330	0.23739176	0.20124753	0.03919416	0.18678984	5303	4411	4846	4845	5039	3576
train	wl-tile-v1-02902	wl-neg-neg-es-pba-844	neg-es-pba-844	0	hard_negative	train	ES	Pombal da Mámoa 1	Ames	Tapia (San Cristovo)		megalithic_mound	0.12954712	0.12729852	0.12842282	0.01649116	0.12887254	5896	5909	5946	5909	5935	7162
train	wl-tile-v1-02903	wl-neg-neg-es-pba-845	neg-es-pba-845	0	hard_negative	train	ES	Pombal da Mámoa 2	Ames	Tapia (San Cristovo)		megalithic_mound	0.21000507	0.20966106	0.20983307	0.04402989	0.20990187	4669	4711	4729	4679	4696	5919
train	wl-tile-v1-07945	wl-neg-neg-es-pba-62914	neg-es-pba-62914	0	hard_negative	train	ES	Praia de Pinténs/Praia de Pipín	Cangas	O Hío (Santo André)		roman_built_context	0.23001231	0.24142294	0.23571763	0.05553025	0.23343550	4416	4367	4406	4377	4413	5650
train	wl-tile-v1-07946	wl-neg-neg-es-pba-62915	neg-es-pba-62915	0	hard_negative	train	ES	Praia dos Alemáns	Cangas	Coiro (San Salvador)		roman_built_context	0.80724918	0.83933651	0.82329284	0.67755371	0.81687538	1240	1356	1287	1284	1264	1636
train	wl-tile-v1-06264	wl-neg-neg-es-pba-41620	neg-es-pba-41620	0	hard_negative	train	ES	Restos de cámara da Mámoa de Fonte	Sarria	Maside (San Pedro)		megalithic_mound	0.56895144	0.59575106	0.58235125	0.33895342	0.57699133	2131	2313	2206	2192	2163	2836
train	wl-tile-v1-05994	wl-neg-neg-es-pba-37124	neg-es-pba-37124	0	hard_negative	train	ES	San Pedro da Cova	Paradela	As Cortes (San Salvador)		rock_art_surface	0.49722308	0.67143439	0.58432873	0.33385268	0.54948647	2468	1990	2195	2210	2289	3285
train	wl-tile-v1-07933	wl-neg-neg-es-pba-61394	neg-es-pba-61394	0	hard_negative	train	ES	Sartego Medieval A Laxe do Crego	Bueu	A Illa de Ons (San Xoaquín)		necropolis_or_burial	0.02045322	0.00878667	0.01461995	0.00017972	0.01695326	8464	8590	8548	8558	8524	8628
train	wl-tile-v1-08731	wl-neg-neg-es-pba-69410	neg-es-pba-69410	0	hard_negative	train	ES	Sartego da Cachada	Mos	Mos (Santa Eulalia)		necropolis_or_burial	0.47103509	0.65830905	0.56467207	0.31008666	0.52721728	2610	2041	2271	2301	2398	2907
train	wl-tile-v1-09189	wl-neg-neg-es-pba-71107	neg-es-pba-71107	0	hard_negative	train	ES	Sartego da Ladeira	Salvaterra de Miño	Lira (San Simón)		necropolis_or_burial	0.22786015	0.32617261	0.27701638	0.07432174	0.25735389	4445	3664	3963	3972	4138	5677
train	wl-tile-v1-08732	wl-neg-neg-es-pba-69411	neg-es-pba-69411	0	hard_negative	train	ES	Sartego da casa reitoral	Mos	Torroso (San Mamede)		necropolis_or_burial	0.88413001	0.93128581	0.90770791	0.82337773	0.89827675	924	939	918	916	920	1273
train	wl-tile-v1-05749	wl-neg-neg-es-pba-34987	neg-es-pba-34987	0	hard_negative	train	ES	Sartego da finca da Igrexa	Monterroso	Pol (San Cibrao)		necropolis_or_burial	0.79015905	0.85549861	0.82282883	0.67597997	0.80976092	1298	1288	1289	1290	1298	1753
train	wl-tile-v1-05369	wl-neg-neg-es-pba-30065	neg-es-pba-30065	0	hard_negative	train	ES	Sartego de Anxeriz	Friol	Anxeriz (Santa María)		necropolis_or_burial	0.53204965	0.59105771	0.56155368	0.31447205	0.54975207	2292	2331	2289	2279	2286	3059
train	wl-tile-v1-07745	wl-neg-neg-es-pba-66180	neg-es-pba-66180	0	hard_negative	train	ES	Sartego de Ermida	Agolada	Borraxeiros (San Cristovo)		necropolis_or_burial	0.61585411	0.68625990	0.65105701	0.42263598	0.63697585	1923	1934	1924	1919	1931	2591
train	wl-tile-v1-05381	wl-neg-neg-es-pba-30097	neg-es-pba-30097	0	hard_negative	train	ES	Sartego de Guldriz 1	Friol	Guldriz (Santiago)		necropolis_or_burial	0.12880731	0.09592082	0.11236407	0.01235530	0.11894136	5915	6514	6244	6225	6139	7179
train	wl-tile-v1-05382	wl-neg-neg-es-pba-30098	neg-es-pba-30098	0	hard_negative	train	ES	Sartego de Guldriz 2	Friol	Guldriz (Santiago)		necropolis_or_burial	0.14241914	0.10776556	0.12509235	0.01534788	0.13202307	5679	6264	6006	5992	5875	6937
train	wl-tile-v1-05383	wl-neg-neg-es-pba-30099	neg-es-pba-30099	0	hard_negative	train	ES	Sartego de Guldriz 3	Friol	Guldriz (Santiago)		necropolis_or_burial	0.11594306	0.08374522	0.09984414	0.00970968	0.10628371	6185	6768	6533	6526	6404	7424
train	wl-tile-v1-05831	wl-neg-neg-es-pba-31842	neg-es-pba-31842	0	hard_negative	train	ES	Sartego de Hospital	O Incio	O Hospital (San Pedro Fiz)		necropolis_or_burial	0.76618816	0.92650658	0.84634737	0.70987837	0.81428369	1379	971	1195	1200	1275	1875
train	wl-tile-v1-08940	wl-neg-neg-es-pba-77173	neg-es-pba-77173	0	hard_negative	train	ES	Sartego de Santa Trahamunda	Poio	Poio (San Xoán)		necropolis_or_burial	0.22170902	0.32435065	0.27302983	0.07191146	0.25250151	4517	3677	4005	4011	4188	5764
train	wl-tile-v1-05384	wl-neg-neg-es-pba-30100	neg-es-pba-30100	0	hard_negative	train	ES	Sartego de Santalla	Friol	Santalla de Devesa (Santalla)		necropolis_or_burial	0.64738169	0.68071091	0.66404630	0.44067978	0.65738046	1804	1961	1880	1869	1838	2428
train	wl-tile-v1-08434	wl-neg-neg-es-pba-66928	neg-es-pba-66928	0	hard_negative	train	ES	Sartego do Monte da Pena	Lalín	Lalín (Santa María das Dores)		necropolis_or_burial	0.94676686	0.97126882	0.95901784	0.91956513	0.95411745	591	612	582	582	582	860
train	wl-tile-v1-05385	wl-neg-neg-es-pba-30101	neg-es-pba-30101	0	hard_negative	train	ES	Sartego do Sisto de Arriba	Friol	Santalla de Devesa (Santalla)		necropolis_or_burial	0.16710549	0.19260777	0.17985663	0.03218582	0.17475617	5272	4925	5145	5115	5215	5139
train	wl-tile-v1-05750	wl-neg-neg-es-pba-34988	neg-es-pba-34988	0	hard_negative	train	ES	Sartego dúplice de Cardedo	Monterroso	Tarrío (Santa María)		necropolis_or_burial	0.75071526	0.79155646	0.77113586	0.59423351	0.76296762	1441	1552	1476	1471	1460	1953
train	wl-tile-v1-08733	wl-neg-neg-es-pba-69412	neg-es-pba-69412	0	hard_negative	train	ES	Sartego medieval	Mos	Cela (San Pedro)		necropolis_or_burial	0.39446036	0.60884409	0.50165223	0.24016486	0.45877548	3033	2243	2569	2605	2734	4007
train	wl-tile-v1-05209	wl-neg-neg-es-pba-29888	neg-es-pba-29888	0	hard_negative	train	ES	Sartegos antropomorfos	Castroverde	Recesende (San Cibrao)		necropolis_or_burial	0.93689391	0.94569825	0.94129608	0.88601893	0.93953521	655	829	713	710	690	943
train	wl-tile-v1-05751	wl-neg-neg-es-pba-34989	neg-es-pba-34989	0	hard_negative	train	ES	Sartegos antropomorfos de Fente	Monterroso	Fente (San Martiño)		necropolis_or_burial	0.22389384	0.23818972	0.23104178	0.05332921	0.22818261	4489	4400	4456	4421	4471	5731
train	wl-tile-v1-05991	wl-neg-neg-es-pba-37765	neg-es-pba-37765	0	hard_negative	train	ES	Sartegos antropomorfos do Preguntoiro	Pantón	Pombeiro (San Vicente)		necropolis_or_burial	0.96599957	0.99792247	0.98196102	0.96399268	0.97557644	438	130	350	350	387	136
train	wl-tile-v1-05817	wl-neg-neg-es-pba-29045	neg-es-pba-29045	0	hard_negative	train	ES	Sartegos da Groba	O Corgo	Pedrafita (San Miguel)		necropolis_or_burial	0.14617239	0.13410152	0.14013696	0.01960194	0.14255113	5613	5779	5731	5692	5694	6860
train	wl-tile-v1-05818	wl-neg-neg-es-pba-29073	neg-es-pba-29073	0	hard_negative	train	ES	Sartegos de Cabreiros	O Corgo	Cabreiros (Santa Mariña)		necropolis_or_burial	0.66231149	0.78789586	0.72510368	0.52183248	0.69998680	1750	1575	1640	1640	1678	2351
train	wl-tile-v1-06337	wl-neg-neg-es-pba-41015	neg-es-pba-41015	0	hard_negative	train	ES	Sartegos de Campo	Taboada	Campo (San Xián)		necropolis_or_burial	0.37737011	0.39202983	0.38469997	0.14794034	0.38176803	3142	3272	3210	3179	3184	4159
train	wl-tile-v1-05819	wl-neg-neg-es-pba-29074	neg-es-pba-29074	0	hard_negative	train	ES	Sartegos de Chamoso	O Corgo	Chamoso (San Cristovo)		necropolis_or_burial	0.51768816	0.51055044	0.51411930	0.26430592	0.51554684	2368	2672	2508	2490	2449	3156
train	wl-tile-v1-06265	wl-neg-neg-es-pba-41622	neg-es-pba-41622	0	hard_negative	train	ES	Sartegos de Goián	Sarria	Goián (San Miguel)		necropolis_or_burial	0.69274918	0.70286934	0.69780926	0.48691216	0.69578523	1654	1881	1741	1726	1699	2212
train	wl-tile-v1-05820	wl-neg-neg-es-pba-29075	neg-es-pba-29075	0	hard_negative	train	ES	Sartegos de Queizán de Abaixo	O Corgo	Queizán (Santa María)		necropolis_or_burial	0.54634482	0.56985851	0.55810166	0.31133924	0.55339893	2224	2403	2311	2297	2272	2961
train	wl-tile-v1-05821	wl-neg-neg-es-pba-29076	neg-es-pba-29076	0	hard_negative	train	ES	Sartegos de Queizán de Arriba	O Corgo	Queizán (Santa María)		necropolis_or_burial	0.44923169	0.54015551	0.49469360	0.24265497	0.47650884	2730	2544	2600	2587	2642	3630
train	wl-tile-v1-05752	wl-neg-neg-es-pba-34990	neg-es-pba-34990	0	hard_negative	train	ES	Sartegos do Outeiro	Monterroso	Vilanova (San Pedro)		necropolis_or_burial	0.86479576	0.85786738	0.86133157	0.74188008	0.86271725	1021	1274	1135	1130	1087	1380
train	wl-tile-v1-08140	wl-neg-neg-es-pba-64846	neg-es-pba-64846	0	hard_negative	train	ES	Sepulcro da Ermida da Xestosa	Covelo	Prado (San Salvador)		necropolis_or_burial	0.50464509	0.68675783	0.59570146	0.34656897	0.55927891	2429	1931	2155	2164	2237	3236
train	wl-tile-v1-09422	wl-neg-neg-es-pba-72911	neg-es-pba-72911	0	hard_negative	train	ES	Tapa de sartego de Martores	Valga	Valga (San Miguel)		necropolis_or_burial	0.30990889	0.50249200	0.40620045	0.15572674	0.36768382	3601	2698	3074	3128	3260	3274
train	wl-tile-v1-04600	wl-neg-neg-es-pba-25317	neg-es-pba-25317	0	hard_negative	train	ES	Tenzas do Paxaro/Mámoa da Cachopa	Tordoia	Andoio (San Mamede)		megalithic_mound	0.15083863	0.10346692	0.12715278	0.01560681	0.13662712	5519	6357	5973	5974	5801	6764
train	wl-tile-v1-06218	wl-neg-neg-es-pba-40741	neg-es-pba-40741	0	hard_negative	train	ES	Torre Vella	Ribadeo	Vilaselán (Santa María)		historic_fortification	0.95647876	0.98658982	0.97153429	0.94365220	0.96551208	522	400	464	470	492	77
train	wl-tile-v1-05992	wl-neg-neg-es-pba-37768	neg-es-pba-37768	0	hard_negative	train	ES	Torre de Marce	Pantón	Vilar de Ortelle (Santiago)		historic_fortification	0.36442878	0.63117475	0.49780177	0.23001825	0.44445257	3222	2154	2590	2666	2810	4252
train	wl-tile-v1-08675	wl-neg-neg-es-pba-68130	neg-es-pba-68130	0	hard_negative	train	ES	Torre de Ponte Cornide	Moraña	Gargantáns (San Martiño)		historic_fortification	0.07651540	0.11148893	0.09400217	0.00853062	0.08700746	7056	6184	6651	6657	6842	3819
train	wl-tile-v1-05993	wl-neg-neg-es-pba-37798	neg-es-pba-37798	0	hard_negative	train	ES	Torre de Quitapesares	Pantón	Pombeiro (San Vicente)		historic_fortification	0.79268115	0.85884124	0.82576120	0.68078726	0.81252918	1291	1271	1278	1278	1284	1738
train	wl-tile-v1-05210	wl-neg-neg-es-pba-29892	neg-es-pba-29892	0	hard_negative	train	ES	Torre de Sobreda	Castroverde	Barredo (Santo André)		historic_fortification	0.93366001	0.96099462	0.94732732	0.89724225	0.94186039	672	705	677	677	671	848
train	wl-tile-v1-05019	wl-neg-neg-es-pba-26876	neg-es-pba-26876	0	hard_negative	train	ES	Túmulo de Golpilleira	Alfoz do Castrodouro	Bacoi (Santa María)		megalithic_mound	0.06383263	0.05297648	0.05840456	0.00338163	0.06057579	7378	7503	7479	7458	7448	6982
train	wl-tile-v1-06259	wl-neg-neg-es-pba-40381	neg-es-pba-40381	0	hard_negative	train	ES	Túmulo de Monte do Río 1	Ribeira de Piquín	San Xurxo de Piquín (San Xurxo)		megalithic_mound	0.06418495	0.05250184	0.05834340	0.00336983	0.06068002	7366	7517	7482	7464	7443	7864
train	wl-tile-v1-06260	wl-neg-neg-es-pba-40382	neg-es-pba-40382	0	hard_negative	train	ES	Túmulo de Monte do Río 2	Ribeira de Piquín	San Xurxo de Piquín (San Xurxo)		megalithic_mound	0.13401720	0.11737158	0.12569439	0.01572981	0.12902351	5822	6066	5996	5965	5932	7088
train	wl-tile-v1-03430	wl-neg-neg-es-pba-7440	neg-es-pba-7440	0	hard_negative	train	ES	Túmulo do Chao das Embarradas 02	Coristanco	Ferreira (Santa María)		megalithic_mound	0.08244132	0.07297579	0.07770855	0.00601622	0.07960166	6915	7010	7032	7006	7003	7988
