thumbnail_id	control_set_id	bank_id	review_role	country	name	wms_source	wms_base	wms_layer	bbox_epsg4326	width_px	height_px	thumbnail_path	status	bytes	error
thumb-v1-0150	control-v1-0150	neg-es-pba-44009	negative	ES	Mámoa do Monte Penamá 1	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.80604507,42.13994441,-7.79984215,42.14454377	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0150-neg-es-pba-44009.png	exists	667770	
thumb-v1-0151	control-v1-0151	neg-es-pba-7236	negative	ES	Castelo/Batería de San Diego	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.39495591,43.35356906,-8.38863032,43.35816841	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0151-neg-es-pba-7236.png	exists	646101	
thumb-v1-0152	control-v1-0152	neg-es-pba-16203	negative	ES	Batería de Punta Torrella	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.31016949,43.40026833,-8.30383903,43.40486768	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0152-neg-es-pba-16203.png	exists	678390	
thumb-v1-0153	control-v1-0153	neg-es-pba-31073	negative	ES	O Castelo/Castelo de Castañoso	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.13849838,43.16887421,-7.13219196,43.17347356	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0153-neg-es-pba-31073.png	exists	666140	
thumb-v1-0154	control-v1-0154	neg-es-pba-36915	negative	ES	O Castelo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.40405547,43.31179693,-7.39773424,43.31639629	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0154-neg-es-pba-36915.png	exists	627261	
thumb-v1-0155	control-v1-0155	neg-es-pba-26859	negative	ES	Castelo da Portela	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.52727849,43.37890028,-7.52095026,43.38349963	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0155-neg-es-pba-26859.png	exists	683209	
thumb-v1-0156	control-v1-0156	neg-es-pba-28789	negative	ES	Castelo da Modorra	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.49542244,42.64032238,-7.48916986,42.64492174	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0156-neg-es-pba-28789.png	exists	641183	
thumb-v1-0157	control-v1-0157	neg-es-pba-29892	negative	ES	Torre de Sobreda	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.41661553,43.03272510,-7.41032312,43.03732445	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0157-neg-es-pba-29892.png	exists	657345	
thumb-v1-0158	control-v1-0158	neg-es-pba-29293	negative	ES	O Castelo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.74729270,42.65809343,-7.74103834,42.66269278	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0158-neg-es-pba-29293.png	exists	669801	
thumb-v1-0159	control-v1-0159	neg-es-pba-29114	negative	ES	A Torre do Braña/As Torres	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.60439366,43.22864344,-7.59808106,43.23324279	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0159-neg-es-pba-29114.png	exists	665162	
thumb-v1-0160	control-v1-0160	neg-es-pba-32089	negative	ES	O Castelo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.78846548,43.19375473,-7.78215649,43.19835408	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0160-neg-es-pba-32089.png	exists	684532	
thumb-v1-0161	control-v1-0161	neg-es-pba-31534	negative	ES	A Torre/Torre de Aez	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.66305322,43.03119107,-7.65676096,43.03579042	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0161-neg-es-pba-31534.png	exists	681441	
thumb-v1-0162	control-v1-0162	neg-es-pba-34394	negative	ES	Castelo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.40056729,43.47785461,-7.39422871,43.48245396	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0162-neg-es-pba-34394.png	exists	677770	
thumb-v1-0163	control-v1-0163	neg-es-pba-33636	negative	ES	Castelo Grande	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.48801448,42.52818920,-7.48177314,42.53278855	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0163-neg-es-pba-33636.png	exists	582543	
thumb-v1-0164	control-v1-0164	neg-es-pba-35341	negative	ES	Castelo Longo de Ambarría	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.77456049,42.77302860,-7.76829453,42.77762795	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0164-neg-es-pba-35341.png	exists	660740	
thumb-v1-0165	control-v1-0165	neg-es-pba-35839	negative	ES	Castelo de Cancio	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-6.86775606,43.12128259,-6.86145455,43.12588194	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0165-neg-es-pba-35839.png	exists	364868	
thumb-v1-0166	control-v1-0166	neg-es-pba-36966	negative	ES	O Castelo/Torre do Mariscal	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.46719235,42.83248418,-7.46092037,42.83708353	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0166-neg-es-pba-36966.png	exists	361312	
thumb-v1-0167	control-v1-0167	neg-es-pba-42938	negative	ES	Torre de Cendemil	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.45400317,43.53735917,-7.44765834,43.54195853	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0167-neg-es-pba-42938.png	exists	338763	
thumb-v1-0168	control-v1-0168	neg-es-pba-43202	negative	ES	O Castelo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.65289966,43.73749555,-7.64653366,43.74209491	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0168-neg-es-pba-43202.png	exists	384277	
thumb-v1-0169	control-v1-0169	neg-es-pba-35700	negative	ES	Castelo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.58847074,43.57442576,-7.58212201,43.57902511	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0169-neg-es-pba-35700.png	exists	367473	
thumb-v1-0170	control-v1-0170	neg-es-pba-36107	negative	ES	Castelo do Picato	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.53582518,43.09894934,-7.52952597,43.10354869	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0170-neg-es-pba-36107.png	exists	383770	
thumb-v1-0171	control-v1-0171	neg-es-pba-37344	negative	ES	Castelo das Saíñas	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.61093917,42.47405969,-7.60470323,42.47865905	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0171-neg-es-pba-37344.png	exists	390927	
thumb-v1-0172	control-v1-0172	neg-es-pba-38363	negative	ES	Xacemento da Torre do Hospital	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.24850811,42.47080452,-7.24227250,42.47540387	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0172-neg-es-pba-38363.png	failed	0	HTTP Error 502: Bad Gateway
thumb-v1-0173	control-v1-0173	neg-es-pba-40741	negative	ES	Torre Vella	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.04576728,43.55305874,-7.03942080,43.55765810	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0173-neg-es-pba-40741.png	exists	409470	
thumb-v1-0174	control-v1-0174	neg-es-pba-41893	negative	ES	Pena do Castelo/Pena de Socastelo/Vigo do Castelo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.23092636,42.66883755,-7.22467092,42.67343690	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0174-neg-es-pba-41893.png	exists	376436	
thumb-v1-0175	control-v1-0175	neg-es-pba-41944	negative	ES	Casa Torre de Barrio	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.35012467,42.77920813,-7.34385809,42.78380749	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0175-neg-es-pba-41944.png	exists	351146	
thumb-v1-0176	control-v1-0176	neg-es-pba-41532	negative	ES	Castelo de Sober	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.58118957,42.46066791,-7.57495497,42.46526727	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0176-neg-es-pba-41532.png	exists	388237	
thumb-v1-0177	control-v1-0177	neg-es-pba-43110	negative	ES	Castelo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.61753284,43.60891349,-7.61118047,43.61351284	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0177-neg-es-pba-43110.png	exists	388260	
thumb-v1-0178	control-v1-0178	neg-es-pba-30179	negative	ES	As Penas do Castelo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.71466530,43.43857347,-7.70833084,43.44317282	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0178-neg-es-pba-30179.png	exists	363201	
thumb-v1-0179	control-v1-0179	neg-es-pba-32082	negative	ES	Castelo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.52708027,43.72453532,-7.52071565,43.72913468	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0179-neg-es-pba-32082.png	exists	373099	
thumb-v1-0180	control-v1-0180	neg-es-pba-61517	negative	ES	Castelo de Pereiró	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.93904206,42.36111921,-8.93281734,42.36571857	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0180-neg-es-pba-61517.png	exists	333876	
thumb-v1-0181	control-v1-0181	neg-es-pba-45854	negative	ES	Petróglifos do Campo da Mámoa	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.34177280,42.45042587,-8.33553921,42.45502522	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0181-neg-es-pba-45854.png	exists	361555	
thumb-v1-0182	control-v1-0182	neg-es-pba-65854	negative	ES	Petróglifo das Mámoas-Esperante 1	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.03508210,42.75725170,-8.02881774,42.76185106	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0182-neg-es-pba-65854.png	exists	377011	
thumb-v1-0183	control-v1-0183	neg-es-pba-69588	negative	ES	Mámoa da Valga 1	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.85467364,41.97662099,-8.84848665,41.98122035	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0183-neg-es-pba-69588.png	exists	376150	
thumb-v1-0184	control-v1-0184	neg-pt-dgpc-105162	negative	PT	Anta de Zedes (Casa da Moura I)	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.29675908,41.27357969,-7.29063919,41.27817904	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0184-neg-pt-dgpc-105162.png	exists	137721	
thumb-v1-0185	control-v1-0185	neg-pt-dgpc-113333	negative	PT	Regato das Bouças 14	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.28285811,41.46894411,-7.27671981,41.47354346	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0185-neg-pt-dgpc-113333.png	exists	143697	
thumb-v1-0186	control-v1-0186	neg-es-pba-65855	negative	ES	Petróglifo das Mámoas-Esperante 2	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.03167383,42.75683698,-8.02540951,42.76143633	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0186-neg-es-pba-65855.png	exists	370646	
thumb-v1-0187	control-v1-0187	neg-es-pba-69648	negative	ES	Mámoa da Valga 2	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.84442051,41.97658879,-8.83823352,41.98118814	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0187-neg-es-pba-69648.png	exists	366507	
thumb-v1-0188	control-v1-0188	neg-es-pba-69649	negative	ES	Mámoa da Valga 3	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.84436234,41.97680548,-8.83817533,41.98140483	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0188-neg-es-pba-69649.png	exists	365008	
thumb-v1-0189	control-v1-0189	neg-pt-dgpc-111296	negative	PT	Braga - Instituto Monsenhor Airosa	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.43056752,41.54264722,-8.42442223,41.54724657	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0189-neg-pt-dgpc-111296.png	exists	133941	
thumb-v1-0190	control-v1-0190	neg-pt-dgpc-110572	negative	PT	Chaves - Rua da Muralha	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.47582159,41.73818323,-7.46965762,41.74278258	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0190-neg-pt-dgpc-110572.png	exists	136785	
thumb-v1-0191	control-v1-0191	neg-pt-dgpc-107544	negative	PT	Braga - Rua Cruz de Pedra, 103-109	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.43489333,41.54559497,-8.42874776,41.55019432	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0191-neg-pt-dgpc-107544.png	exists	134537	
thumb-v1-0192	control-v1-0192	neg-pt-dgpc-109187	negative	PT	Chaves - Rua do Bispo Idácio, 20-22	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.47293403,41.73791049,-7.46677009,41.74250985	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0192-neg-pt-dgpc-109187.png	exists	136003	
thumb-v1-0193	control-v1-0193	neg-pt-dgpc-111203	negative	PT	Braga - Rua D. Diogo de Sousa, 102-118	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.43056718,41.54804264,-8.42442138,41.55264199	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0193-neg-pt-dgpc-111203.png	exists	137263	
thumb-v1-0194	control-v1-0194	neg-pt-dgpc-110813	negative	PT	Braga - Rua Direita, 25-29	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.43566679,41.54394267,-8.42952138,41.54854202	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0194-neg-pt-dgpc-110813.png	exists	134611	
thumb-v1-0195	control-v1-0195	neg-es-pba-12556	negative	ES	Petróglifo de Monte Muralla 1	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.77755502,42.74392967,-8.77129200,42.74852902	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0195-neg-es-pba-12556.png	exists	360565	
thumb-v1-0196	control-v1-0196	neg-es-pba-68275	negative	ES	Petróglifo de Refoxos	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.71974384,42.29074030,-8.71352609,42.29533966	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0196-neg-es-pba-68275.png	exists	404059	
thumb-v1-0197	control-v1-0197	neg-es-pba-12557	negative	ES	Petróglifo de Monte Muralla 2	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.77806000,42.74451972,-8.77179692,42.74911907	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0197-neg-es-pba-12557.png	exists	367216	
thumb-v1-0198	control-v1-0198	neg-es-pba-12558	negative	ES	Petróglifo de Monte Muralla 3	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.78131167,42.74268510,-8.77504878,42.74728446	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0198-neg-es-pba-12558.png	exists	362526	
thumb-v1-0199	control-v1-0199	neg-pt-dgpc-111331	negative	PT	Braga - Praça de República, 1	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.42637368,41.54960355,-8.42022773,41.55420290	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0199-neg-pt-dgpc-111331.png	exists	134572	
thumb-v1-0200	control-v1-0200	neg-pt-dgpc-112789	negative	PT	Castelo de Gaia	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.62748628,41.13729721,-8.62137913,41.14189657	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0200-neg-pt-dgpc-112789.png	exists	130829	
thumb-v1-0201	control-v1-0201	neg-es-pba-31031	negative	ES	Mina de Foxo	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.06257796,43.17894568,-7.05627050,43.18354504	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0201-neg-es-pba-31031.png	exists	366630	
