bank_id	review_seed_id	control_set_id	review_role	country	province_or_district	municipality	name	typology	morphology_proxy	negative_type	review_priority	auto_review_status	auto_decision	training_use	proposed_radius_m	source	source_record_id	source_code
neg-es-pba-63195	review-neg-0071		negative	ES	Pontevedra	A Cañiza	Mámoa da Chan da Igrexa 1	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	63195	GA36009021
neg-es-pba-65855	review-neg-0072	control-v1-0186	negative	ES	Pontevedra	Agolada	Petróglifo das Mámoas-Esperante 2	Petróglifo		megalithic_mound;rock_art_surface	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	65855	GA36020254
neg-pt-dgpc-107051	review-neg-0077		negative	PT	Braga	Vila Nova de Famalicão	Atalaia do Telhado	Atalaia		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107051	34044
neg-pt-dgpc-114694	review-neg-0078		negative	PT	Braga	Barcelos	Mamoa de Infia 2 / Mamoa dos Barros Brancos 4	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	114694	42733
neg-pt-dgpc-107544	review-neg-0082	control-v1-0191	negative	PT	Braga	Braga	Braga - Rua Cruz de Pedra, 103-109	Muralha		roman_built_context	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	80.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107544	33259
neg-pt-dgpc-111172	review-neg-0083		negative	PT	Bragança	Miranda do Douro	Castelo de Miranda do Douro	Castelo		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	111172	38050
neg-pt-dgpc-114520	review-neg-0084	control-v1-0121	negative	PT	Bragança	Mirandela	Mirandela - Menir da Rua da Portela/ Menir de Mirandela	Menir		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	114520	42499
neg-pt-dgpc-113333	review-neg-0085	control-v1-0185	negative	PT	Bragança	Mirandela	Regato das Bouças 14	Anta/Dólmen		megalithic_mound;rock_art_surface	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	113333	41280
neg-pt-dgpc-105882	review-neg-0088		negative	PT	Porto	Porto	Porto - Castelo de São João da Foz do Douro	Fortim		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	105882	6670
neg-pt-dgpc-112099	review-neg-0089	control-v1-0123	negative	PT	Porto	Gondomar	Mamoa dos Crastos (Broalhos)	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	112099	19072
neg-pt-dgpc-111646	review-neg-0095		negative	PT	Viana do Castelo	Monção	Monção - Rua 25 de Abril	Fortificação		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	111646	38270
neg-pt-dgpc-112377	review-neg-0096		negative	PT	Viana do Castelo	Arcos de Valdevez	Pereiras 3	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	112377	40381
neg-pt-dgpc-109619	review-neg-0100		negative	PT	Vila Real	Boticas	Reigal/Chã de Lesenho - Mamoa 2 do Outeiro do Lesenho, Lesanho Grande 2	Monumento Megalítico		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109619	21837
neg-pt-dgpc-109187	review-neg-0103	control-v1-0192	negative	PT	Vila Real	Chaves	Chaves - Rua do Bispo Idácio, 20-22	Cidade		roman_built_context	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	80.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109187	11799
neg-es-pba-1405	review-neg-0104		negative	ES	A Coruña	A Baña	Mámoa da Mina do Rodado			megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	1405	GA15007034
neg-es-pba-12558	review-neg-0105	control-v1-0198	negative	ES	A Coruña	Lousame	Petróglifo de Monte Muralla 3			rock_art_surface	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	35.0	Xunta PBA Catálogo. Elementos (xuño 2026)	12558	GA15042016
neg-es-pba-36915	review-neg-0106	control-v1-0154	negative	ES	Lugo	A Pastoriza	O Castelo	Estruturas defensivas?		historic_fortification	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	36915	TO27044006
neg-es-pba-28955	review-neg-0107		negative	ES	Lugo	A Fonsagrada	Arqueira de Morocos 3	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	28955	GA27018014
neg-es-pba-45680	review-neg-0111		negative	ES	Ourense	A Arnoia	Mámoa do Reigoso 3			megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	45680	GA32003007
neg-es-pba-67157	review-neg-0115		negative	ES	Pontevedra	Marín	Castelo de Barbudo	Castelo		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	67157	GA36026005
neg-es-pba-63196	review-neg-0116		negative	ES	Pontevedra	A Cañiza	Mámoa da Chan da Igrexa 2	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	63196	GA36009061
neg-es-pba-69588	review-neg-0117	control-v1-0183	negative	ES	Pontevedra	Oia	Mámoa da Valga 1	Petróglifo		megalithic_mound;rock_art_surface	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	69588	GA36036021
neg-pt-dgpc-111018	review-neg-0122		negative	PT	Braga	Barcelos	Portela / Linhares de Água	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	111018	39013
neg-pt-dgpc-111203	review-neg-0126	control-v1-0193	negative	PT	Braga	Braga	Braga - Rua D. Diogo de Sousa, 102-118	Muralha		roman_built_context	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	80.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	111203	22911
neg-pt-dgpc-107938	review-neg-0127		negative	PT	Bragança	Mirandela	Arasto	Fortificação		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107938	6856
neg-pt-dgpc-112657	review-neg-0130		negative	PT	Porto	Vila Nova de Gaia	Castelo de Crestuma	Castelo		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	112657	14200
neg-pt-dgpc-112102	review-neg-0131		negative	PT	Porto	Gondomar	Mamoa dos Valinhos (Broalhos)	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	112102	22826
neg-pt-dgpc-111223	review-neg-0136		negative	PT	Viana do Castelo	Monção	São Martinho da Penha 2/ Penha da Rainha	Castelo		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	111223	22180
neg-pt-dgpc-113975	review-neg-0137	control-v1-0135	negative	PT	Viana do Castelo	Melgaço	Mamoa 1 dos Prados da Saba	Anta/Dólmen		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	113975	40288
neg-pt-dgpc-109436	review-neg-0141	control-v1-0141	negative	PT	Vila Real	Chaves	Carreira da Pedra	Menir		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109436	3120
neg-es-pba-1406	review-neg-0145		negative	ES	A Coruña	A Baña	Mámoa da Mina dos Mouros			megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	1406	GA15007065
neg-es-pba-26859	review-neg-0147	control-v1-0155	negative	ES	Lugo	Abadín	Castelo da Portela	Estruturas defensivas?		historic_fortification	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	26859	GA27001005
neg-es-pba-28956	review-neg-0148		negative	ES	Lugo	A Fonsagrada	Arqueira de Morocos 4	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	28956	GA27018015
neg-es-pba-50551	review-neg-0152	control-v1-0104	negative	ES	Ourense	A Gudiña	A Medorra	Mámoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	50551	GA32034019
neg-es-pba-66595	review-neg-0156		negative	ES	Pontevedra	Moaña	Castelo de Con O Real/O Castelo	Castelo		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	66595	GA36029021
neg-es-pba-63225	review-neg-0157		negative	ES	Pontevedra	A Cañiza	Mámoa da Chan de Valeixe	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	63225	GA36009023
neg-es-pba-69648	review-neg-0158	control-v1-0187	negative	ES	Pontevedra	Oia	Mámoa da Valga 2	Petróglifo		megalithic_mound;rock_art_surface	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	69648	GA36036022
neg-pt-dgpc-109194	review-neg-0163	control-v1-0113	negative	PT	Braga	Cabeceiras de Basto	Mamoa 1 de Penedo Covo	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109194	30013
neg-pt-dgpc-110813	review-neg-0167	control-v1-0194	negative	PT	Braga	Braga	Braga - Rua Direita, 25-29	Muralha		roman_built_context	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	80.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	110813	39900
neg-pt-dgpc-106685	review-neg-0170		negative	PT	Porto	Vila do Conde	Forte de São João Baptista	Fortificação		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	106685	795
neg-pt-dgpc-106436	review-neg-0171	control-v1-0124	negative	PT	Porto	Lousada	Serra de Campelos 1	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	106436	3042
neg-pt-dgpc-109895	review-neg-0176		negative	PT	Viana do Castelo	Ponte de Lima	Curutelo	Castelo		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109895	183
neg-pt-dgpc-114017	review-neg-0177		negative	PT	Viana do Castelo	Melgaço	Mamoa 10 de Vale das Antas	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	114017	40296
neg-pt-dgpc-114420	review-neg-0181	control-v1-0142	negative	PT	Vila Real	Vila Pouca de Aguiar	Alto de Pandim / Gouvães da Serra	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	114420	42224
neg-es-pba-1407	review-neg-0185		negative	ES	A Coruña	A Baña	Mámoa da Revolta Vella 1			megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	1407	GA15007012
neg-es-pba-28789	review-neg-0187	control-v1-0156	negative	ES	Lugo	Bóveda	Castelo da Modorra	Estruturas defensivas?		historic_fortification	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	28789	GA27008019
neg-es-pba-28957	review-neg-0188		negative	ES	Lugo	A Fonsagrada	Arqueira de Morocos 5	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	28957	GA27018016
neg-es-pba-50512	review-neg-0192	control-v1-0146	negative	ES	Ourense	A Gudiña	Mámoa da Cabeza do Chichón 1	Mámoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	50512	GA32034024
neg-es-pba-68130	review-neg-0196		negative	ES	Pontevedra	Moraña	Torre de Ponte Cornide	Torre		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	68130	GA36032008
neg-es-pba-63226	review-neg-0197		negative	ES	Pontevedra	A Cañiza	Mámoa da Chan do Marco 1	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	63226	GA36009024
neg-es-pba-69649	review-neg-0198	control-v1-0188	negative	ES	Pontevedra	Oia	Mámoa da Valga 3	Petróglifo		megalithic_mound;rock_art_surface	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	69649	GA36036034
neg-pt-dgpc-110835	review-neg-0203		negative	PT	Braga	Cabeceiras de Basto	Outeiro dos Touros/ Outeiro dos Ferreiros	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	110835	39916
neg-pt-dgpc-107556	review-neg-0207		negative	PT	Braga	Braga	Braga - Rua Visconde Pindela, 1 e 3	Muralha		roman_built_context	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	80.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107556	36850
neg-pt-dgpc-106346	review-neg-0210		negative	PT	Porto	Lousada	Serra de Campelos 11	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	106346	4445
neg-pt-dgpc-113811	review-neg-0214		negative	PT	Viana do Castelo	Valença	Forte de Belém	Fortificação		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	113811	41020
neg-pt-dgpc-114022	review-neg-0215		negative	PT	Viana do Castelo	Melgaço	Mamoa 11 de Vale das Antas	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	114022	40297
neg-pt-dgpc-107835	review-neg-0219		negative	PT	Vila Real	Vila Pouca de Aguiar	Carvalhas Alvas 2	Cista		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107835	17836
neg-es-pba-1408	review-neg-0222		negative	ES	A Coruña	A Baña	Mámoa da Revolta Vella 2			megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	1408	GA15007013
neg-es-pba-29892	review-neg-0224	control-v1-0157	negative	ES	Lugo	Castroverde	Torre de Sobreda	Estruturas defensivas?		historic_fortification	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	29892	GA27011091
neg-es-pba-28958	review-neg-0225		negative	ES	Lugo	A Fonsagrada	Arquela da Pruída	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	28958	GA27018010
neg-es-pba-50513	review-neg-0229		negative	ES	Ourense	A Gudiña	Mámoa da Cabeza do Chichón 2	Mámoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	50513	GA32034025
neg-es-pba-68975	review-neg-0233		negative	ES	Pontevedra	Nigrán	Castelo do Monte	Castelo		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	68975	GA36035100
neg-es-pba-63227	review-neg-0234		negative	ES	Pontevedra	A Cañiza	Mámoa da Chan do Marco 2	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	63227	GA36009062
neg-es-pba-68549	review-neg-0235		negative	ES	Pontevedra	Oia	Mámoa do Areeiro 2	Petróglifo		megalithic_mound;rock_art_surface	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	68549	GA36036031
neg-pt-dgpc-107214	review-neg-0240	control-v1-0114	negative	PT	Braga	Celorico de Basto	Travessa 1	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107214	16765
neg-pt-dgpc-107567	review-neg-0244		negative	PT	Braga	Braga	Braga - Rua de Dom Paio Mendes, 67-75	Muralha		roman_built_context	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	80.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107567	14930
neg-pt-dgpc-106332	review-neg-0247		negative	PT	Porto	Lousada	Serra de Campelos 14	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	106332	4448
neg-pt-dgpc-113808	review-neg-0251		negative	PT	Viana do Castelo	Valença	Forte de São Francisco	Fortificação		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	113808	41019
neg-pt-dgpc-113989	review-neg-0252		negative	PT	Viana do Castelo	Melgaço	Mamoa 12 de Lama do Brincadoiro	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	113989	40298
neg-es-pba-1409	review-neg-0257		negative	ES	A Coruña	A Baña	Mámoa da Ventureira 1			megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	1409	GA15007036
neg-es-pba-29293	review-neg-0259	control-v1-0158	negative	ES	Lugo	Chantada	O Castelo	Estruturas defensivas?		historic_fortification	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	29293	GA27016041
neg-es-pba-30797	review-neg-0260		negative	ES	Lugo	A Fonsagrada	Dolmen de Hospital Novo	Dolmen		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	30797	GA27018069
neg-es-pba-50514	review-neg-0264		negative	ES	Ourense	A Gudiña	Mámoa de Val da Lagoa/Portela Alta	Mámoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	50514	GA32034021
neg-es-pba-71232	review-neg-0268		negative	ES	Pontevedra	O Rosal	Castelo da Mata	Castelo		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	71232	TO36048002
neg-es-pba-63228	review-neg-0269		negative	ES	Pontevedra	A Cañiza	Mámoa da Chan do Marco 3	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	63228	GA36009063
neg-es-pba-68550	review-neg-0270		negative	ES	Pontevedra	Oia	Mámoa do Areeiro 3	Petróglifo		megalithic_mound;rock_art_surface	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	68550	GA36036032
neg-pt-dgpc-107640	review-neg-0275	control-v1-0115	negative	PT	Braga	Esposende	Antela da Portelagem/ Anta da Portelagem	Anta/Dólmen		megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107640	3649
neg-pt-dgpc-106320	review-neg-0282		negative	PT	Porto	Lousada	Serra de Campelos 15	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	106320	4449
neg-pt-dgpc-108516	review-neg-0286		negative	PT	Viana do Castelo	Valença	Forte de São Jorge/ Fortificação do Monte da Chãs/ Forte da Silva	Fortificação		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	108516	32325
neg-pt-dgpc-113999	review-neg-0287		negative	PT	Viana do Castelo	Melgaço	Mamoa 13 da Corga do Gato	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	113999	40299
neg-es-pba-1410	review-neg-0292		negative	ES	A Coruña	A Baña	Mámoa da Ventureira 2			megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	1410	GA15007037
neg-es-pba-29114	review-neg-0294	control-v1-0159	negative	ES	Lugo	Cospeito	A Torre do Braña/As Torres	Estruturas defensivas?		historic_fortification	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	29114	GA27015065
neg-es-pba-30905	review-neg-0295		negative	ES	Lugo	A Fonsagrada	Medorra 1 dos Chaos	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	30905	GA27018195
neg-es-pba-56336	review-neg-0299	control-v1-0105	negative	ES	Ourense	A Peroxa	Mámoa da Cima de Covela			megalithic_mound	P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	56336	GA32059013
neg-es-pba-71233	review-neg-0303		negative	ES	Pontevedra	O Rosal	Castelo do Monte Terroso	Castelo		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	Xunta PBA Catálogo. Elementos (xuño 2026)	71233	GA36023013
neg-es-pba-63229	review-neg-0304		negative	ES	Pontevedra	A Cañiza	Mámoa da Chan do Marco 4	Túmulo		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	63229	GA36009064
neg-es-pba-68551	review-neg-0305		negative	ES	Pontevedra	Oia	Mámoa e petróglifo da ponte de Salgueiriños	Túmulo/Petróglifo		megalithic_mound;rock_art_surface	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	Xunta PBA Catálogo. Elementos (xuño 2026)	68551	GA36036192
neg-pt-dgpc-107532	review-neg-0310		negative	PT	Braga	Esposende	Mamoa de Cimo da Vila / Palmeira de Faro	Anta/Dólmen		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107532	1563
neg-pt-dgpc-111216	review-neg-0317		negative	PT	Porto	Lousada	Serra de Campelos 17	Mamoa		megalithic_mound	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	45.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	111216	30670
neg-pt-dgpc-113805	review-neg-0320		negative	PT	Viana do Castelo	Valença	Forte de São Luís Gonzaga e Atalaia de Santa Teresa	Fortificação		historic_fortification	P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	100.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	113805	41018
