thumbnail_id	control_set_id	bank_id	review_role	country	name	morphology_proxy	negative_type	proposed_radius_m	thumbnail_status	image_path	image_width_px	image_height_px	gray_mean	gray_std	gray_entropy	black_fraction	white_fraction	edge_global_mean	edge_inner_mean	edge_annulus_mean	edge_outer_mean	edge_annulus_to_outer_ratio	edge_annulus_to_inner_ratio	texture_annulus_std	texture_outer_std	texture_annulus_to_outer_ratio	luminance_inner_mean	luminance_outer_mean	luminance_delta_inner_outer	ring_sector_coverage	ring_sector_balance	radial_peak_rank	radial_peak_count	ring_signal_score	ring_signal_tier	metric_eval_use	autonomous_visual_decision	training_use	status	error
thumb-v1-0095	control-v1-0095	pos-pt-dgpc-108213	positive	PT	Castro	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0095-pos-pt-dgpc-108213.png	512	512	0.482431	0.131423	4.926443	0.000000	0.000000	0.301660	0.345967	0.356806	0.286301	1.246262	1.031328	0.164692	0.122100	1.348825	0.437149	0.473094	-0.035945	0.611111	0.729098	11	20	58.23	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0096	control-v1-0096	pos-pt-dgpc-105058	positive	PT	Castro de Paredes	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0096-pos-pt-dgpc-105058.png	512	512	0.379747	0.147134	4.929610	0.000000	0.000000	0.322996	0.351916	0.349666	0.325487	1.074284	0.993606	0.157733	0.140843	1.119916	0.400006	0.381376	0.018630	0.611111	0.744735	4	20	39.71	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0097	control-v1-0097	pos-pt-dgpc-106386	positive	PT	Castro da Pedreira	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0097-pos-pt-dgpc-106386.png	512	512	0.356805	0.120270	4.741963	0.000000	0.000000	0.304360	0.361322	0.318240	0.280463	1.134693	0.880766	0.134299	0.110530	1.215054	0.411314	0.339999	0.071314	0.416667	0.723416	8	20	40.39	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0098	control-v1-0098	pos-pt-dgpc-105178	positive	PT	Castro de São Domingos/ Cristelos	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0098-pos-pt-dgpc-105178.png	512	512	0.416880	0.151740	4.855683	0.000000	0.002586	0.305527	0.206862	0.224687	0.342733	0.655577	1.086170	0.095632	0.166656	0.573830	0.323545	0.442443	-0.118898	0.083333	0.731107	12	20	12.18	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0099	control-v1-0099	pos-pt-dgpc-105226	positive	PT	Arados/Castro de Arados	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0099-pos-pt-dgpc-105226.png	512	512	0.324239	0.123228	4.407342	0.000000	0.000000	0.272487	0.233958	0.235759	0.253427	0.930285	1.007701	0.062371	0.108167	0.576621	0.303699	0.306247	-0.002548	0.055556	0.868120	15	20	12.44	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0100	control-v1-0100	pos-pt-dgpc-105192	positive	PT	Castro de Vila	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0100-pos-pt-dgpc-105192.png	512	512	0.373681	0.139516	4.645795	0.000000	0.000000	0.244457	0.228196	0.235573	0.242164	0.972782	1.032328	0.107345	0.160706	0.667961	0.317391	0.389145	-0.071754	0.361111	0.788730	12	20	21.13	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0101	control-v1-0101	neg-es-pba-1403	negative	ES	Mámoa da Lagoa		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0101-neg-es-pba-1403.png	512	512	0.358925	0.117928	4.860951	0.000000	0.000000	0.342817	0.332724	0.276188	0.290657	0.950220	0.830083	0.095520	0.092664	1.030827	0.400567	0.355639	0.044928	0.388889	0.723087	36	39	19.37	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0102	control-v1-0102	neg-es-pba-29146	negative	ES	Arqueira de Morocos 1		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0102-neg-es-pba-29146.png	512	512	0.476712	0.152738	5.164119	0.000000	0.000000	0.271351	0.412808	0.301659	0.291222	1.035839	0.730749	0.144715	0.134904	1.072722	0.392537	0.506999	-0.114463	0.555556	0.621694	7	39	33.92	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0103	control-v1-0103	neg-es-pba-45653	negative	ES	Mámoa do Reigoso 1		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0103-neg-es-pba-45653.png	512	512	0.340802	0.102317	4.635976	0.000000	0.000000	0.330881	0.346934	0.325461	0.333350	0.976334	0.938107	0.124511	0.117305	1.061430	0.433859	0.345033	0.088826	0.333333	0.716022	24	39	23.21	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0104	control-v1-0104	neg-es-pba-50551	negative	ES	A Medorra		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0104-neg-es-pba-50551.png	512	512	0.449845	0.143958	5.135528	0.000000	0.000000	0.301891	0.376337	0.367084	0.335789	1.093197	0.975412	0.109328	0.123817	0.882981	0.568545	0.523024	0.045521	0.527778	0.819296	7	39	35.51	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0105	control-v1-0105	neg-es-pba-56336	negative	ES	Mámoa da Cima de Covela		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0105-neg-es-pba-56336.png	512	512	0.424631	0.133016	4.945197	0.000000	0.000000	0.327162	0.257202	0.312818	0.288963	1.082554	1.216233	0.107385	0.145459	0.738252	0.366697	0.459270	-0.092573	0.583333	0.730738	14	39	45.14	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0106	control-v1-0106	neg-es-pba-57591	negative	ES	Casa reitoral de Pedrafita		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0106-neg-es-pba-57591.png	512	512	0.513817	0.146773	5.128716	0.000000	0.000000	0.303052	0.422973	0.280493	0.329981	0.850026	0.663145	0.104565	0.130654	0.800313	0.540824	0.569137	-0.028312	0.305556	0.595393	25	39	14.40	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0107	control-v1-0107	neg-es-pba-59636	negative	ES	Mámoa da Pedra Má 1		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0107-neg-es-pba-59636.png	512	512	0.307722	0.105792	4.750775	0.000000	0.000000	0.352404	0.375621	0.361635	0.335722	1.077185	0.962765	0.107231	0.100024	1.072050	0.330752	0.308287	0.022465	0.472222	0.774382	9	39	36.16	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0108	control-v1-0108	neg-es-pba-43983	negative	ES	Mámoa de Agrela		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0108-neg-es-pba-43983.png	512	512	0.313173	0.102840	4.630070	0.000000	0.000000	0.296498	0.164373	0.238987	0.279732	0.854341	1.453926	0.107734	0.119260	0.903356	0.272331	0.340072	-0.067742	0.277778	0.665963	36	39	12.29	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0109	control-v1-0109	neg-es-pba-43559	negative	ES	Mámoa das Chairas		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0109-neg-es-pba-43559.png	512	512	0.376258	0.134355	5.077110	0.000000	0.000000	0.383631	0.297815	0.315354	0.345808	0.911934	1.058890	0.095221	0.130687	0.728616	0.411960	0.402385	0.009575	0.388889	0.743114	38	39	14.64	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0110	control-v1-0110	neg-es-pba-45293	negative	ES	Mámoa da Lomba		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0110-neg-es-pba-45293.png	512	512	0.428890	0.119420	4.810375	0.000000	0.000000	0.348037	0.255671	0.321934	0.393915	0.817267	1.259174	0.108278	0.126553	0.855595	0.506087	0.434054	0.072032	0.222222	0.710060	35	39	11.94	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0111	control-v1-0111	neg-es-pba-63125	negative	ES	Dolmen da Cavada da Santa		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0111-neg-es-pba-63125.png	512	512	0.306235	0.086602	4.490642	0.000000	0.000000	0.308134	0.365782	0.337036	0.314149	1.072852	0.921412	0.079968	0.072373	1.104944	0.319556	0.295265	0.024291	0.388889	0.874346	13	39	35.30	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0112	control-v1-0112	neg-pt-dgpc-113936	negative	PT	Carapeços 3		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0112-neg-pt-dgpc-113936.png	512	512	0.276397	0.066163	3.872469	0.000000	0.000000	0.230720	0.249940	0.238092	0.247201	0.963149	0.952595	0.056420	0.094033	0.600001	0.278189	0.295090	-0.016902	0.138889	0.842682	16	39	18.53	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0113	control-v1-0113	neg-pt-dgpc-109194	negative	PT	Mamoa 1 de Penedo Covo		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0113-neg-pt-dgpc-109194.png	512	512	0.364427	0.125140	4.874476	0.000000	0.000000	0.303510	0.316931	0.242761	0.302611	0.802223	0.765975	0.085245	0.120192	0.709235	0.507893	0.452275	0.055618	0.166667	0.791936	38	39	11.13	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0114	control-v1-0114	neg-pt-dgpc-107214	negative	PT	Travessa 1		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0114-neg-pt-dgpc-107214.png	512	512	0.440175	0.173279	4.740535	0.000000	0.013203	0.269010	0.445929	0.257477	0.233636	1.102042	0.577395	0.140717	0.128845	1.092143	0.572143	0.401372	0.170772	0.472222	0.609222	21	39	34.04	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0115	control-v1-0115	neg-pt-dgpc-107640	negative	PT	Antela da Portelagem/ Anta da Portelagem		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0115-neg-pt-dgpc-107640.png	512	512	0.336803	0.114719	4.590431	0.000000	0.000000	0.241289	0.239195	0.211304	0.232297	0.909627	0.883394	0.085709	0.105481	0.812555	0.296268	0.330066	-0.033798	0.194444	0.733550	32	39	12.31	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0116	control-v1-0116	neg-pt-dgpc-114669	negative	PT	Mamoa I da Bouça do Fojo		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0116-neg-pt-dgpc-114669.png	512	512	0.356746	0.073668	4.107788	0.000000	0.000000	0.191755	0.228680	0.183581	0.208185	0.881816	0.802782	0.082370	0.081914	1.005562	0.414183	0.364539	0.049645	0.305556	0.671768	34	39	15.26	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0117	control-v1-0117	neg-pt-dgpc-109880	negative	PT	Mamoa 2 da Lama dos Eidos		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0117-neg-pt-dgpc-109880.png	512	512	0.364691	0.085155	4.263277	0.000000	0.000000	0.222348	0.167007	0.169620	0.185438	0.914699	1.015646	0.066091	0.075008	0.881114	0.395659	0.379290	0.016369	0.305556	0.530945	35	39	11.65	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0118	control-v1-0118	neg-pt-dgpc-113951	negative	PT	Fiães		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0118-neg-pt-dgpc-113951.png	512	512	0.422474	0.134165	4.821412	0.000000	0.000000	0.191737	0.320373	0.256303	0.213768	1.198977	0.800015	0.094851	0.074287	1.276814	0.375121	0.343736	0.031385	0.472222	0.797754	3	39	50.21	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0119	control-v1-0119	neg-pt-dgpc-109630	negative	PT	Mamoa 1 de Bustelo		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0119-neg-pt-dgpc-109630.png	512	512	0.356486	0.070263	3.937343	0.000000	0.000000	0.144364	0.085751	0.091561	0.085867	1.066313	1.067755	0.035993	0.031415	1.145714	0.327522	0.316047	0.011475	0.416667	0.653589	32	39	32.91	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0120	control-v1-0120	neg-pt-dgpc-106067	negative	PT	Pala da Moura		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0120-neg-pt-dgpc-106067.png	512	512	0.534132	0.113924	4.784304	0.000000	0.000000	0.305452	0.449910	0.308403	0.303296	1.016838	0.685476	0.126864	0.114424	1.108715	0.545544	0.540112	0.005432	0.472222	0.595645	14	39	30.31	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0121	control-v1-0121	neg-pt-dgpc-114520	negative	PT	Mirandela - Menir da Rua da Portela/ Menir de Mirandela		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0121-neg-pt-dgpc-114520.png	512	512	0.644767	0.121137	4.890315	0.000000	0.000000	0.330066	0.364625	0.342677	0.371271	0.922983	0.939808	0.100774	0.108188	0.931471	0.667779	0.671914	-0.004135	0.166667	0.805807	29	39	13.62	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0122	control-v1-0122	neg-pt-dgpc-105998	negative	PT	Outeiro de Gregos 2		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0122-neg-pt-dgpc-105998.png	512	512	0.359958	0.081055	3.922080	0.000000	0.000000	0.182660	0.194886	0.184758	0.173326	1.065956	0.948033	0.067805	0.071242	0.951755	0.371440	0.358995	0.012445	0.472222	0.614104	18	39	29.14	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0123	control-v1-0123	neg-pt-dgpc-112099	negative	PT	Mamoa dos Crastos (Broalhos)		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0123-neg-pt-dgpc-112099.png	512	512	0.454122	0.178306	5.262841	0.000000	0.000000	0.341290	0.484798	0.339232	0.350973	0.966549	0.699739	0.157960	0.195679	0.807241	0.534527	0.454110	0.080417	0.444444	0.620716	24	39	20.34	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0124	control-v1-0124	neg-pt-dgpc-106436	negative	PT	Serra de Campelos 1		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0124-neg-pt-dgpc-106436.png	512	512	0.465410	0.188476	4.726865	0.000000	0.031662	0.262048	0.292852	0.292833	0.253296	1.156089	0.999935	0.201304	0.223571	0.900403	0.508612	0.504849	0.003763	0.611111	0.618792	10	39	38.40	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0125	control-v1-0125	neg-pt-dgpc-104969	negative	PT	Arcos		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0125-neg-pt-dgpc-104969.png	512	512	0.321809	0.083035	4.072545	0.000000	0.000000	0.232692	0.217519	0.200852	0.212864	0.943572	0.923380	0.052267	0.060233	0.867754	0.315066	0.325065	-0.009999	0.138889	0.870186	37	39	13.13	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0126	control-v1-0126	neg-pt-dgpc-111452	negative	PT	Mamoa I de Fonte Cova		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0126-neg-pt-dgpc-111452.png	512	512	0.345105	0.070242	4.025063	0.000000	0.000000	0.181346	0.089485	0.125367	0.195004	0.642894	1.400989	0.042417	0.051768	0.819375	0.409564	0.375854	0.033710	0.166667	0.653459	35	39	10.38	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0127	control-v1-0127	neg-pt-dgpc-106154	negative	PT	Brio		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0127-neg-pt-dgpc-106154.png	512	512	0.613667	0.165431	5.303320	0.000000	0.009357	0.380914	0.409679	0.324784	0.427740	0.759303	0.792777	0.141669	0.164613	0.860618	0.526365	0.552565	-0.026199	0.222222	0.699550	36	39	11.63	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0128	control-v1-0128	neg-pt-dgpc-112103	negative	PT	Mamoa de Brandião		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0128-neg-pt-dgpc-112103.png	512	512	0.335947	0.115851	4.549726	0.000000	0.000000	0.274429	0.240972	0.322631	0.361387	0.892757	1.338874	0.081196	0.167794	0.483902	0.323945	0.380674	-0.056729	0.250000	0.807160	15	39	17.62	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0129	control-v1-0129	neg-pt-dgpc-105863	negative	PT	Menir de Luzim/ Marco de Luzim		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0129-neg-pt-dgpc-105863.png	512	512	0.373593	0.134826	4.691578	0.000000	0.000000	0.329006	0.387911	0.326211	0.392793	0.830491	0.840943	0.101613	0.126791	0.801422	0.398176	0.403181	-0.005005	0.194444	0.766177	28	39	13.48	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0130	control-v1-0130	neg-pt-dgpc-111335	negative	PT	Pinheiral/Pedra do Sol		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0130-neg-pt-dgpc-111335.png	512	512	0.399618	0.103947	4.532076	0.000000	0.000000	0.213609	0.316468	0.227761	0.226621	1.005029	0.719697	0.072857	0.097045	0.750754	0.330942	0.380935	-0.049993	0.444444	0.646849	24	39	23.07	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0131	control-v1-0131	neg-pt-dgpc-111371	negative	PT	Ermida		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0131-neg-pt-dgpc-111371.png	512	512	0.522359	0.164177	5.246886	0.000000	0.004890	0.357457	0.254751	0.292875	0.368107	0.795625	1.149649	0.139306	0.175824	0.792300	0.639677	0.575719	0.063958	0.305556	0.727231	26	39	15.51	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0132	control-v1-0132	neg-pt-dgpc-112900	negative	PT	Mamoa 1 de Santa Lomédia		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0132-neg-pt-dgpc-112900.png	512	512	0.374654	0.133355	4.886171	0.000000	0.000000	0.291182	0.316017	0.301943	0.347687	0.868434	0.955467	0.126159	0.133529	0.944810	0.505191	0.465370	0.039821	0.361111	0.677325	21	39	17.64	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0133	control-v1-0133	neg-pt-dgpc-111340	negative	PT	Queimado alto		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0133-neg-pt-dgpc-111340.png	512	512	0.381599	0.098665	4.374701	0.000000	0.000000	0.197253	0.311014	0.212806	0.216419	0.983303	0.684231	0.091509	0.088344	1.035829	0.465562	0.343653	0.121909	0.194444	0.726558	15	39	22.56	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0134	control-v1-0134	neg-pt-dgpc-108526	negative	PT	Mamoa 2 das Lameiras		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0134-neg-pt-dgpc-108526.png	512	512	0.372816	0.085238	4.330981	0.000000	0.000000	0.211503	0.226717	0.202619	0.218730	0.926342	0.893706	0.069751	0.092489	0.754147	0.412180	0.375050	0.037131	0.361111	0.754749	28	39	16.77	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0135	control-v1-0135	neg-pt-dgpc-113975	negative	PT	Mamoa 1 dos Prados da Saba		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0135-neg-pt-dgpc-113975.png	512	512	0.361297	0.062724	3.901343	0.000000	0.000000	0.177838	0.203147	0.233713	0.171893	1.359642	1.150461	0.062647	0.053715	1.166272	0.328610	0.340658	-0.012048	0.694444	0.779280	2	39	76.89	strong_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_strong_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0136	control-v1-0136	neg-pt-dgpc-112374	negative	PT	Lameiras		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0136-neg-pt-dgpc-112374.png	512	512	0.370055	0.088504	4.384847	0.000000	0.000000	0.222082	0.222216	0.211777	0.214913	0.985407	0.953021	0.099934	0.089042	1.122326	0.448564	0.368946	0.079617	0.388889	0.797815	38	39	24.08	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0137	control-v1-0137	neg-pt-dgpc-112391	negative	PT	Almas 3		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0137-neg-pt-dgpc-112391.png	512	512	0.412930	0.090120	4.436716	0.000000	0.000000	0.240318	0.213491	0.260989	0.249511	1.046003	1.222486	0.074726	0.087810	0.851001	0.443348	0.400002	0.043345	0.305556	0.738778	4	39	33.93	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0138	control-v1-0138	neg-pt-dgpc-108626	negative	PT	Mamoa da Giadela		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0138-neg-pt-dgpc-108626.png	512	512	0.390627	0.052133	3.682857	0.000000	0.000000	0.165054	0.148460	0.174356	0.187873	0.928053	1.174428	0.051343	0.058462	0.878237	0.369495	0.406743	-0.037249	0.222222	0.769524	15	39	17.26	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0139	control-v1-0139	neg-pt-dgpc-109417	negative	PT	Arca 1		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0139-neg-pt-dgpc-109417.png	512	512	0.315228	0.071101	3.947682	0.000000	0.000000	0.218096	0.338100	0.232473	0.238038	0.976625	0.687588	0.093405	0.085568	1.091592	0.376781	0.333473	0.043308	0.222222	0.657153	8	39	24.71	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0140	control-v1-0140	neg-pt-dgpc-109686	negative	PT	Reigal/Chã de Lesenho - Mamoa 1 do Outeiro do Lesenho, Lesanho Grande 1/ Lesanho Grande		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0140-neg-pt-dgpc-109686.png	512	512	0.477283	0.082279	4.158742	0.000000	0.000000	0.246214	0.232196	0.174034	0.253449	0.686662	0.749515	0.044569	0.063712	0.699549	0.445656	0.464006	-0.018350	0.138889	0.725485	37	39	10.18	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0141	control-v1-0141	neg-pt-dgpc-109436	negative	PT	Carreira da Pedra		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0141-neg-pt-dgpc-109436.png	512	512	0.620650	0.163677	5.328538	0.000000	0.012108	0.420250	0.547992	0.464962	0.411542	1.129804	0.848483	0.198566	0.190572	1.041950	0.770268	0.682279	0.087989	0.666667	0.693992	5	39	42.36	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0142	control-v1-0142	neg-pt-dgpc-114420	negative	PT	Alto de Pandim / Gouvães da Serra		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0142-neg-pt-dgpc-114420.png	512	512	0.538124	0.073218	4.113038	0.000000	0.000000	0.186579	0.296260	0.280244	0.281221	0.996524	0.945938	0.074412	0.082918	0.897421	0.630970	0.602072	0.028898	0.250000	0.842739	12	39	23.51	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0143	control-v1-0143	neg-es-pba-1404	negative	ES	Mámoa da Mina de Mosqueira		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0143-neg-es-pba-1404.png	512	512	0.308060	0.085883	4.332864	0.000000	0.000000	0.310460	0.310462	0.313365	0.318731	0.983163	1.009351	0.077489	0.077590	0.998703	0.289529	0.290614	-0.001085	0.111111	0.837895	12	39	21.94	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
