bank_id	country	region	province_or_district	municipality	parish	place	name	source	source_quality	source_url	record_url	source_record_id	source_code	typology	generic_type	periods	longitude	latitude	coord_precision	negative_type	negative_confidence	review_priority	review_reason	training_use	generated_at
neg-es-pba-50214	ES	Galicia	Ourense	O Irixo	Corneda (Santiago)	Vilameá	Mámoa de Mourús 4	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50214	GA32035054		-		-8.125159823132927	42.47807003035951	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50215	ES	Galicia	Ourense	O Irixo	Corneda (Santiago)	Vilameá	Mámoa de Mourús 5	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50215	GA32035055		-		-8.12420645962727	42.47771608621675	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50216	ES	Galicia	Ourense	O Irixo	Parada de Labiote (San Xulián)	Fontes	Mámoa de Pena Escrita 01	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50216	GA32013054		-		-8.160926878434243	42.488353359129306	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50217	ES	Galicia	Ourense	O Irixo	Parada de Labiote (San Xulián)	Prexigueiro	Mámoa de Pena Escrita 02	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50217	GA32035034		-		-8.15968233745061	42.492417049828354	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50218	ES	Galicia	Ourense	O Irixo	Parada de Labiote (San Xulián)	Prexigueiro	Mámoa de Pena Escrita 03	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50218	GA32035035		-		-8.159683457731564	42.49411956113744	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50219	ES	Galicia	Ourense	O Irixo	Parada de Labiote (San Xulián)	Prexigueiro	Mámoa de Pena Escrita 04	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50219	GA32035036		-		-8.160031262922537	42.49385071198361	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50220	ES	Galicia	Ourense	O Irixo	Parada de Labiote (San Xulián)	Prexigueiro	Mámoa de Pena Escrita 05	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50220	GA32035037		-		-8.15991265058168	42.49440810506763	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50221	ES	Galicia	Ourense	O Irixo	Parada de Labiote (San Xulián)	Prexigueiro	Mámoa de Pena Escrita 06	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50221	GA32035038		-		-8.159306631933244	42.49559610571814	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50222	ES	Galicia	Ourense	O Irixo	Parada de Labiote (San Xulián)	Prexigueiro	Mámoa de Pena Escrita 07	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50222	GA32035052		-		-8.159429982591943	42.495349903962804	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50245	ES	Galicia	Ourense	O Irixo	Parada de Labiote (San Xulián)	Prexigueiro	Mámoa de Pena Escrita 08	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50245	GA32035053		-		-8.159809879322312	42.493116704801395	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50246	ES	Galicia	Ourense	O Irixo	Parada de Labiote (San Xulián)	Prexigueiro	Mámoa de Pena Escrita 10	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50246	GA32035061		-		-8.1593045889571	42.4910140125348	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50247	ES	Galicia	Ourense	O Irixo	San Cosmede de Cusanca (San Cosmede)	Segade	Mámoa de Segade/Cima da Costa	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50247	GA32035007		-		-8.077670128994326	42.55313013174463	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50248	ES	Galicia	Ourense	O Irixo	Loureiro (Santa Mariña)	Alemparte	Mámoa de Valduíde/Monte Loureiro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50248	GA32035090		-		-8.082624055712406	42.50314411897192	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50249	ES	Galicia	Ourense	O Irixo	A Cidá (Santa Mariña)	Orros	Mámoa do Campo da Cruz	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50249	RE32035007		-		-8.135295649883593	42.5093822946696	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50250	ES	Galicia	Ourense	O Irixo	Loureiro (Santa Mariña)	Amieiros, Os	Mámoa do Coto da Mina 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50250	GA32061019		-		-8.056761438923818	42.51570308867612	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50251	ES	Galicia	Ourense	O Irixo	Loureiro (Santa Mariña)	Amieiros, Os	Mámoa do Coto da Mina 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50251	GA32061021		-		-8.06037818033873	42.51675242771439	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50252	ES	Galicia	Ourense	O Irixo	San Cosmede de Cusanca (San Cosmede)	Lagorzos	Mámoa do Coto de Lagorzos	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50252	GA32035008		-		-8.060048310070291	42.549093057210406	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50253	ES	Galicia	Ourense	O Irixo	Loureiro (Santa Mariña)	Alemparte	Mámoa do Marco da Costa das Moas 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50253	GA32035019		-		-8.097688643566675	42.49538309031379	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50254	ES	Galicia	Ourense	O Irixo	Corneda (Santiago)	Coucieiro	Mámoa do Monte da Forca 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50254	GA32035018		-		-8.114439126873993	42.48241535694977	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50255	ES	Galicia	Ourense	O Irixo	Corneda (Santiago)	Coucieiro	Mámoa do Monte da Forca 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50255	GA32035047		-		-8.119429755870499	42.480327542710235	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50276	ES	Galicia	Ourense	O Irixo	San Cosmede de Cusanca (San Cosmede)	Lagorzos	Mámoa do Monte da Sabia	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50276	GA32035006		-		-8.072109956253653	42.550983299179705	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50277	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Casar, O	Mámoa do Monte da Veiga 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50277	GA32035012		-		-8.088371332679538	42.466954445337805	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50278	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Casar, O	Mámoa do Monte da Veiga e A Costa 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50278	GA32035005		-		-8.092751199200105	42.46522613792703	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50279	ES	Galicia	Ourense	O Irixo	San Cosmede de Cusanca (San Cosmede)	Pedrouzo	Mámoa indeterminado das Penas de Pedrouzo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50279	GA32035091		-		-8.076812258779732	42.5320899663888	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50313	ES	Galicia	Ourense	O Irixo	Loureiro (Santa Mariña)	Valfrío	Petróglifos da Costa de Valfrío	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50313	GA32035030		ARU		-8.072813138914542	42.478534928790246	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50314	ES	Galicia	Ourense	O Irixo	Loureiro (Santa Mariña)	Bertamil	Petróglifos da Costa de Valfrío 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50314	GA32035060		ARU		-8.070995414053463	42.482641799594596	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50315	ES	Galicia	Ourense	O Irixo	Loureiro (Santa Mariña)	Valduíde	Petróglifos de Pena das Cobas 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50315	GA32035086		ARU		-8.083656455677827	42.50998929241415	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50316	ES	Galicia	Ourense	O Irixo	Loureiro (Santa Mariña)	Valduíde	Petróglifos de Pena das Cobas 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50316	GA32035087		ARU		-8.082676959137405	42.50964231241508	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50317	ES	Galicia	Ourense	O Irixo	San Cosmede de Cusanca (San Cosmede)	Castro, O	Petróglifos de Pena de Somedeiro 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50317	GA32035081		ARU		-8.10197444768425	42.554601127758694	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50342	ES	Galicia	Ourense	O Irixo	San Cosmede de Cusanca (San Cosmede)	Castro, O	Petróglifos de Pena de Somedeiro 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50342	GA32035082		ARU		-8.10191707407757	42.55415983297796	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50343	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Cangues	Petróglifos de Ribas	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50343	GA32035089		ARU		-8.078843890885736	42.47392560773504	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50344	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Casar, O	Petróglifos do Irixo 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50344	GA32035071		ARU		-8.083159449335954	42.463538939140065	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50345	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Sobrado	Petróglifos do Irixo 10	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50345	GA32035076		ARU		-8.077594117090836	42.46637633683216	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50346	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Piteira, A	Petróglifos do Irixo 12	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50346	GA32035078		ARU		-8.078595586321715	42.464418808072196	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50347	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Piteira, A	Petróglifos do Irixo 13	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50347	GA32035079		ARU		-8.078687987322034	42.464086159520406	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50348	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Sobrado	Petróglifos do Irixo 14	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50348	GA32035080		ARU		-8.078359866840245	42.4649197758419	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50349	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Paciños	Petróglifos do Irixo 2/A Pena do Home Deitado	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50349	GA32035069		ARU		-8.081213057303485	42.46334774767362	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50350	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Cangues	Petróglifos do Irixo 3/A Pena Esbaradiza	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50350	GA32035066		ARU		-8.080921725941801	42.468675673722394	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50351	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Sobrado	Petróglifos do Irixo 4/A Pena do Can	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50351	GA32035067		ARU		-8.081349809173279	42.46781879640088	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50352	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Casar, O	Petróglifos do Irixo 5/A Pena do Oeste	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50352	GA32035068		ARU		-8.083176937582714	42.466860866127064	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50373	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Sobrado	Petróglifos do Irixo 6	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50373	GA32035072		ARU		-8.078546018180353	42.46595127019397	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50374	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Sobrado	Petróglifos do Irixo 7	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50374	GA32035073		ARU		-8.078565076459915	42.4661467391181	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50375	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Sobrado	Petróglifos do Irixo 8	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50375	GA32035074		ARU		-8.078503108220767	42.46633357652624	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-50376	ES	Galicia	Ourense	O Irixo	Cangues (Santo Estevo)	Paciños	Petróglifos do Irixo 9	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	50376	GA32035075		ARU		-8.08191338081292	42.46246292317201	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-55984	ES	Galicia	Ourense	O Pereiro de Aguiar	Santa Marta de Moreiras (Santa Marta)	Boeiros	Petróglifos da Chaira	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	55984	GA32058014	Lugar con representación gráfica ao aire libre	ARU		-7.77364903424955	42.3410952399658	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-55985	ES	Galicia	Ourense	O Pereiro de Aguiar	Sabadelle (San Martiño)	Sabadelle	Petróglifos das Armadas	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	55985	GA32058013	Lugar con representación gráfica ao aire libre	ARU		-7.820239915342598	42.36384680595986	catalogue_point_wgs84	rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	Domain negative useful for breadth, lower priority than mound/fortification distractors.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
