review_seed_id	review_role	class_hint	bank_id	country	region	province_or_district	municipality	parish	place	name	source	source_quality	source_url	record_url	source_record_id	source_code	typology	generic_type	periods	longitude	latitude	coord_precision	positive_confidence	morphology_proxy	terrain_context_proxy	proxy_tags	review_priority	review_reason	training_use	generated_at	negative_type	negative_confidence
review-pos-1061	positive	castro_candidate	pos-es-pba-43437	ES	Galicia	Lugo	Viveiro	Landrove (San Xiao)	Tras Viveiro	A Croa/Castro da Forca	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	43437	GA27066011	Castro	-		-7.599994461036275	43.61880261241975	catalogue_point_wgs84	high_official_typology	croa_top_ring_hint	hilltop_or_ridge_proxy	croa_top_ring_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1062	positive	castro_candidate	pos-es-pba-27973	ES	Galicia	Lugo	Castroverde	Montecubeiro (San Cibrao)	Sarceda	A Croa dos Mouros	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	1-52	27973	GA27011052		-		-7.352236281347354	43.08596939225496	catalogue_point_wgs84	medium_official_name_or_type	croa_top_ring_hint	hilltop_or_ridge_proxy	croa_top_ring_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1063	positive	castro_candidate	pos-es-pba-38455	ES	Galicia	Lugo	A Pobra do Brollón	A Pobra do Brollón (San Pedro)	Santo Adrián	Castro de San Adrián	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	38455	GA27047025	Castro	-		-7.3831673574007	42.56774907384273	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1064	positive	castro_candidate	pos-es-pba-38458	ES	Galicia	Lugo	A Pobra do Brollón	Castroncelos (Santiago)	Castroncelos	Castroncelos	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	38458	GA27047023		-		-7.378483402759896	42.5453570960978	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1065	positive	castro_candidate	pos-es-pba-37911	ES	Galicia	Lugo	Quiroga	Bustelo de Fisteus (Santa Bárbara)	Barxas, As	Castro da Pena da Coucada	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27050038	37911	GA27050038	Castro	-		-7.1826639344480245	42.520185975052634	catalogue_point_wgs84	high_official_typology	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1066	positive	castro_candidate	pos-es-pba-37715	ES	Galicia	Lugo	Palas de Rei	Remonde (San Miguel)	Torre, A	O Castro/Monte do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	37715	GA27040041		-		-7.949716178392913	42.86274199964762	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1067	positive	castro_candidate	pos-es-pba-56812	ES	Galicia	Ourense	O Riós	Castrelo de Abaixo (Santa María)	Castrelo de Abaixo	Fonte e lavadoiro en Castrelo de Abaixo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	56812	-		-		-7.201060131976992	41.94620104133743	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review	castrel_toponym_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1068	positive	castro_candidate	pos-es-pba-57414	ES	Galicia	Ourense	Ribadavia	Ribadavia (san Domingos de Fóra)	Monte da Costa	Castro do Monte da Costa	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA32018004	57414	GA32018004	Asentamento fortificado/defensivo	-		-8.17512737508357	42.29293774572175	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint;hilltop_hint;earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1069	positive	castro_candidate	pos-es-pba-55876	ES	Galicia	Ourense	A Pobra de Trives	O Castro (San Nicolao)	Castro, O	Igrexa do Castro (Parroquial de San Nicolao)	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	55876	-	Igrexa	-		-7.276488106210071	42.32081197480909	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1070	positive	castro_candidate	pos-es-pba-47645	ES	Galicia	Ourense	Carballeda de Avia	Muimenta (San Xiao)	Muimenta	Coto do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	1.3.001	47645	GA32018005		-		-8.184031439858881	42.32777852788638	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1071	positive	castro_candidate	pos-es-pba-66199	ES	Galicia	Pontevedra	Agolada	Basadre (Santa María)	Santa María	Castro de Basadre/Eira Vella/Castriño	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	66199	GA36020032	Castro	-		-7.995143604130613	42.84343885421891	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1072	positive	castro_candidate	pos-es-pba-78723	ES	Galicia	Pontevedra	Cerdedo Cotobade	Quireza (San Tomé)	Castros, Os	Lavadoiro nos Castros	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	78723	-		-		-8.437400139281133	42.56880951925578	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1073	positive	castro_candidate	pos-es-pba-63971	ES	Galicia	Pontevedra	Campo Lameiro	Montes (San Isidro)	San Isidro	Castro de San Isidro/Coto do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA36007028	63971	GA36007028	Castro	-		-8.47758745015811	42.526601393825565	catalogue_point_wgs84	high_official_typology	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1074	positive	castro_candidate	pos-pt-dgpc-108213	PT	Norte de Portugal	Bragança	Vinhais	Paçó		Castro	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=2141990	108213	17496	Povoado Fortificado		Idade do Ferro;Romano;	-6.932546403445836	41.86575125935737	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1075	positive	castro_candidate	pos-pt-dgpc-106817	PT	Norte de Portugal	Bragança	Miranda do Douro	Sendim e Atenor		Castroluço	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=58098	106817	2129	Vestígios Diversos		Romano;	-6.481291854444447	41.4178287011453	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1076	positive	castro_candidate	pos-pt-dgpc-109761	PT	Norte de Portugal	Viana do Castelo	Viana do Castelo	Afife		Castro de Agrichousa	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=50441	109761	2620	Povoado Fortificado		Idade do Ferro;	-8.841525555112028	41.77358697068899	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1077	positive	castro_candidate	pos-pt-dgpc-109492	PT	Norte de Portugal	Vila Real	Montalegre	Venda Nova e Pondras		Castro de Codeçoso	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=58580	109492	5404	Povoado Fortificado		Idade do Ferro;	-7.953528597364983	41.69403838731128	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1078	positive	castro_candidate	pos-es-pba-19702	ES	Galicia	A Coruña	O Porto do Son	Nebra (Santa María)	Castrallón	Muíño do Castrellón 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	E_153	19702	-		-		-8.969099397730997	42.72156247399483	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review	castrel_toponym_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1079	positive	castro_candidate	pos-es-pba-14696	ES	Galicia	A Coruña	Narón	Castro (Santa María)	Borreiros	Cruceiro de Santa María de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	F_103	14696	-		CRU		-8.177125517255233	43.54447878159956	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1080	positive	castro_candidate	pos-es-pba-27476	ES	Galicia	A Coruña	Oza-Cesuras	Oza (San Pedro)	Oza	As Croas/Castro de Oza/Castro de Carraceda	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15063009	27476	GA15063009		-		-8.172273609031572	43.224156030892374	catalogue_point_wgs84	medium_official_name_or_type	croa_top_ring_hint	hilltop_or_ridge_proxy	croa_top_ring_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1081	positive	castro_candidate	pos-es-pba-5977	ES	Galicia	A Coruña	Corcubión	Redonda (San Pedro)	Quenxe	Castro de Quenxe	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	5977	GA15028001	Asentamento fortificado/defensivo	-		-9.190875496771685	42.93237616790018	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1082	positive	castro_candidate	pos-es-pba-7821	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	9	7821	-		HOR		-8.411169499925373	43.33000791084765	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1083	positive	castro_candidate	pos-es-pba-9410	ES	Galicia	A Coruña	Curtis	Curtis (Santaia)	Penedo de Teixeiro, O	Castro de Penedo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	74	9410	GA15032084		-		-8.042834504640576	43.14614837616234	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1084	positive	castro_candidate	pos-es-pba-38462	ES	Galicia	Lugo	Portomarín	O Castro de Soengas (San Martiño)	Castro, O	Castro de San Martiño 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	38462	GA27049017	Castro	-		-7.728660082813005	42.79948128194322	catalogue_point_wgs84	high_official_typology	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1085	positive	castro_candidate	pos-es-pba-32084	ES	Galicia	Lugo	Xove	Xuances (San Pedro)	Vilachá	Castro da Croa	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	32084	GA27025031	Castro	-		-7.548133483747429	43.729043041637695	catalogue_point_wgs84	high_official_typology	croa_top_ring_hint	hilltop_or_ridge_proxy	croa_top_ring_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1086	positive	castro_candidate	pos-es-pba-29895	ES	Galicia	Lugo	Cervantes	A Ribeira (San Martín)	Valgos	A Coroa do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	29895	GA27012024		-		-7.049931823003359	42.886222419330025	catalogue_point_wgs84	medium_official_name_or_type	croa_top_ring_hint	hilltop_or_ridge_proxy	croa_top_ring_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1087	positive	castro_candidate	pos-es-pba-38456	ES	Galicia	Lugo	A Pobra do Brollón	Cereixa (San Pedro)	Nogueiras	Castro de San Lourenzo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	38456	GA27047014	Castro	-		-7.411309063921799	42.55589091477327	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1088	positive	castro_candidate	pos-es-pba-38498	ES	Galicia	Lugo	A Pobra do Brollón	Castroncelos (Santiago)	Castroncelos	Igrexa de Castroncelos (Parroquial de Santiago)	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	38498	-	Igrexa	-		-7.37860251868904	42.54544382896316	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1089	positive	castro_candidate	pos-es-pba-37912	ES	Galicia	Lugo	Quiroga	Pacios da Serra (San Salvador)	Pacios da Serra	Castro da Pena dos Mouros	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27050058	37912	GA27050058	Castro	-		-7.1677578568665075	42.56011304316095	catalogue_point_wgs84	high_official_typology	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1090	positive	castro_candidate	pos-es-pba-38264	ES	Galicia	Lugo	Quiroga	Vilaster (Santa María)	Vilaster	O Castelo/Pena Cerveira/Castro da Pena do Cervato	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27050059	38264	GA27050059	Estruturas defensivas?	DEF		-7.214187949054146	42.41459435713826	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1091	positive	castro_candidate	pos-es-pba-56817	ES	Galicia	Ourense	O Riós	Castrelo de Abaixo (Santa María)	Castrelo de Abaixo	Forno en Castrelo de Abaixo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	56817	-		-		-7.202103073111422	41.946865834182766	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review	castrel_toponym_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1092	positive	castro_candidate	pos-es-pba-58514	ES	Galicia	Ourense	San Amaro	Eiras (Santa Ouxea)	Xinzo	Castro Martiño	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	58514	GA32074004		-		-8.044760996443296	42.34479642796169	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1093	positive	castro_candidate	pos-es-pba-57793	ES	Galicia	Ourense	A Teixeira	Pedrafita (San Martiño)	Celeirós	Os Castros	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	103	57793	TO32080001		-		-7.480901338943014	42.36101961778081	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1094	positive	castro_candidate	pos-es-pba-46914	ES	Galicia	Ourense	Cartelle	As Marabillas (Nosa Señora das Marabillas)	Doniz	Castro de Outeiro de Doniz	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	46914	GA32020006		-		-7.966495011437919	42.2248449459819	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1095	positive	castro_candidate	pos-es-pba-66200	ES	Galicia	Pontevedra	Agolada	Borraxeiros (San Cristovo)	Meixide	Castro de Borraxeiros	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	66200	GA36020034	Castro	-		-8.002774281925003	42.80005287024449	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1096	positive	castro_candidate	pos-es-pba-79785	ES	Galicia	Pontevedra	Cerdedo Cotobade	Quireza (San Tomé)	Castros, Os	Muíño en Os Castros	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	79785	-		-		-8.43762207493359	42.56987328521091	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1097	positive	castro_candidate	pos-es-pba-63972	ES	Galicia	Pontevedra	Campo Lameiro	O Campo (San Miguel)	Lagoa, A	Castro do Coto de Penalba	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA36007008	63972	GA36007008	Castro	-		-8.552553449091684	42.54272463371982	catalogue_point_wgs84	high_official_typology	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1098	positive	castro_candidate	pos-pt-dgpc-108406	PT	Norte de Portugal	Bragança	Vinhais	Soeira, Fresulfe e Mofreita		Castro	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=2216998	108406	19178	Povoado Fortificado		Indeterminado;	-6.9042343338512735	41.916498308815804	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1099	positive	castro_candidate	pos-pt-dgpc-106988	PT	Norte de Portugal	Bragança	Mogadouro	Castro Vicente		Pelourinho de Castro Vicente	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=2251681	106988	19519	Pelourinho		Idade Média;	-6.83926226038824	41.38009302316042	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1100	positive	castro_candidate	pos-pt-dgpc-109777	PT	Norte de Portugal	Viana do Castelo	Viana do Castelo	Barroselas e Carvoeiro		Castro de Carmona / Povoado Fortificado de Carmona	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=50738	109777	2735	Povoado Fortificado		Idade do Ferro;Romano;	-8.647841654498016	41.647311670051444	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-1101	positive	castro_candidate	pos-pt-dgpc-108771	PT	Norte de Portugal	Vila Real	Montalegre	Cambeses do Rio, Donões e Mourilhe		Castro de Donões/Eiras do Castro	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=57535	108771	13697	Povoado Fortificado		Idade do Ferro;Romano;	-7.828925275354679	41.82402770337258	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
